license_number,application_status,business_name,BUSINESS_PHONE,business_address_1,city_id,business_state,business_zipcode,New Lat,New Long,county_id
MR282621,APPROVED,"Heal Provincetown, Inc",671-965-3500,48 Shank Painter Rd,cty11,MA,2657,42.0499748,-70.19517108,ct7
MR283073,APPROVED,"Eskar Northbridge, LLC",781-697-9323,15 Forbes Street,cty6,MA,2130,42.32187505,-71.10803164,ct6
MD1261,APPROVED,Clovercraft llc,413-539-3059,17 East St.,cty35,MA,1027,42.28657245,-72.61857095,ct9
MP282141,REOPENED,"Idealbudz, LLC",617-792-5704,20 John Williams Street,cty22,MA,2703,41.93551709,-71.29149978,ct8
MR281936,APPROVED,New England Organics LLC,617-901-7139,567 Fellsway,cty175,MA,2155,42.40514665,-71.08109825,ct3
PMD6046,REOPENED,Canna Dash Holdings LLC,215-962-4279,138 Otis Stage Rd.,cty110,MA,1008,42.17827106,-72.94461315,ct2
MP281524,APPROVED,"Nature's Remedy of Massachusetts, Inc.",603-231-1991,110 Turnpike Road,cty134,MA,1581,42.28414205,-71.6022771,ct10
MC281510,APPROVED,"Platinum HydroLab, Inc.",978-853-2779,740 Dutton St,cty20,MA,1854,42.64056361,-71.32120752,ct3
MC283616,APPROVED,"Page Cultivate, LLC",413-263-6149,"299 Page Boulevard, Lot 2",cty13,MA,1104,42.132785,-72.561613,ct2
MR282318,APPROVED,HIGHMINDED LLC,801-419-7327,126 Main Street,cty36,MA,1230,42.19946095,-73.36040945,ct4
MP281628,APPROVED,"Alternative Compassion Services, Inc.",508-356-5151,693 Elm Street,cty173,MA,2324,41.98605285,-71.02147737,ct11
MC281749,APPROVED,"Ipswich Pharmaceutical Associates, Inc.",508-397-0217,0 Bullards Crossing Road,cty200,MA,1235,42.393348,-73.119356,ct4
MP282050,APPROVED,DayDreamz Estates LLC,413-429-5662,68 Sandisfield Road,cty63,MA,1255,42.092236,-73.08250908,ct4
PMD6016,APPROVED,"WeeDeliver, LLC",617-959-7440,640 Lincoln St,cty47,MA,1605,42.2991219,-71.76489336,ct10
MR282770,APPROVED,"Heka, Inc.",413-354-4352,98 Sgt. TM Dion Way,cty132,MA,1085,42.1205411,-72.7489158,ct2
MC283839,APPROVED,"Witch City Gardens, LLC",818-687-5443,2 Bridge Street,cty102,MA,1970,42.536613,-70.88708188,ct13
MP281412,APPROVED,Cloud Creamery LLC,612-615-3354,119 Herbert St,cty54,MA,1702,42.2695133,-71.4149116,ct3
MR282298,APPROVED,"PharmaCannis Massachusetts, Inc.",312-667-6231,112 Main Street,cty123,MA,2571,41.75605065,-70.71318633,ct11
MP282224,APPROVED,"Eudaimonia Health, LLC",617-803-5832,20 Cameron  Street,cty49,MA,1510,42.40942144,-71.68074724,ct10
MR281790,APPROVED,"Greener Leaf, Inc.",774-930-7810,95 Rhode Island Avenue,cty14,MA,2724,41.68260606,-71.16394431,ct8
MD1321,APPROVED,Dris Corporation,401-261-2950,16 Tech Circle,cty37,MA,1760,42.31388052,-71.3379349,ct3
MB281356,APPROVED,"Bodelle's Edibles, LLC",413-657-0123,660 Riverside Dr,cty21,MA,1062,42.3296044,-72.67287214,ct9
MR284181,APPROVED,KG Collective LLC,617-866-3466,1536 Tremont St,cty6,MA,2120,42.33250175,-71.100342,ct6
MP282113,REOPENED,"Pleasantrees, Inc.",203-491-0091,195 Northampton Street,cty35,MA,1027,42.28463965,-72.66301348,ct9
PMD5950,APPROVED,Gan Or LLC,410-370-6330,60 Damon Rd.,cty21,MA,1060,42.34170265,-72.63692327,ct9
MC283340,REOPENED,Budding Botanicals LLC,401-288-2090,664 North Road,cty158,MA,1037,42.3671285,-72.18387579,ct10
MT281320,APPROVED,"Eagle Eyes Transport, Inc",508-581-3537,5 Robert J Way,cty64,MA,2360,41.929834,-70.647114,ct11
MC282056,APPROVED,"Holistic Industries, Inc.",917-757-9408,304 Somerville Avenue,cty15,MA,2143,42.3801102,-71.09775234,ct3
MR285091,PENDING,Webster Cannabis Company LLC,508-962-0635,4 Town Forest Road,cty27,MA,1570,42.0779771,-71.86137939,ct10
MP282158,APPROVED,"CastleLeaf, LLC",617-631-6838,100 Leo M. Birmingham Parkway,cty6,MA,2135,42.3586652,-71.14673548,ct6
MC282664,APPROVED,Revolution Greencare LLC,617-513-1345,30 Buckley Blvd,cty9,MA,1020,42.19313668,-72.59813538,ct2
IL281352,APPROVED,"Legacy Foundation Group, LLC",781-913-1510,41 Fremont St,cty47,MA,1603,42.24114522,-71.83080337,ct10
MC282380,APPROVED,Green Ventures Corp,603-721-1864,3 Young rd,cty81,MA,1430,42.6845803,-71.9527659,ct10
PDO103118,APPROVED,GreenGrab Inc.,413-250-2181,172 birchland ave,cty235,MA,1119,42.112782,-72.509671,ct2
MR282743,APPROVED,"Metro Harvest, Inc.",508-326-4896,292 Bedford St.,cty173,MA,2324,41.98093043,-70.97579314,ct11
MP281466,APPROVED,"New England Cannabis Corporation, Inc.",617-716-6117,29 Everett Street,cty165,MA,1746,42.2116811,-71.40863735,ct3
MR281834,APPROVED,"Evergreen Strategies, LLC",617-997-6888,52 Whispering Way,cty208,MA,1775,42.4027225,-71.49549818,ct3
MR283066,APPROVED,Fresh Fields Lowell LLC,978-835-7855,"1700 Shawsheen St, 2nd Floor",cty96,MA,1876,42.6215881,-71.18466761,ct3
MP281769,APPROVED,"Agricultural Healing, Inc.",774-644-8227,278 Scranton Avenue,cty195,MA,2540,41.5463526,-70.60512662,ct7
PMD6001,REOPENED,"Terpene Journey, LLC",857-202-7215,430 Paradise Road,cty236,MA,1907,42.4816161,-70.90369742,ct13
MD1272,APPROVED,"Alchemy League, Inc",857-492-1916,12 Marcella St,cty6,MA,2119,42.32105115,-71.09391454,ct6
MP282202,APPROVED,"Green Collar Cannabis, LLC",401-952-2184,16A Copicut Road Bldg. #2,cty237,MA,2702,41.776406,-71.08455,ct8
MR284398,APPROVED,New England Alchemy LLC,413-341-0908,76 Gothic Street,cty21,MA,1060,42.3217493,-72.633297,ct9
MB282429,PENDING,"Red Barn Growers, LLC",413-896-6546,24 Pickering Street,cty9,MA,1013,42.18329425,-72.61913376,ct2
MP282258,APPROVED,CATDOGG LLC,508-364-4929,800 Falmouth Road,cty238,MA,2649,41.60409805,-70.49517213,ct7
MP281642,APPROVED,berkley botanicals llc,401-497-4033,44 county street,cty190,MA,2779,41.843225,-71.022075,ct8
MB281539,REOPENED,NOREASTER REMEDIES LLC,203-241-2584,424 Main St,cty105,MA,1611,42.2405688,-71.8822669,ct10
MP281861,APPROVED,"DMA Holdings (MA), LLC",508-943-7800,35 Chase Avenue,cty53,MA,1571,42.04119895,-71.88973892,ct10
MR284000,APPROVED,Rasta Rootz LLC,774-274-6294,21 Broad St,cty6,MA,2109,42.35846435,-71.0546641,ct6
PMD5848,APPROVED,A-K Elevates,857-271-8585,1235 VFW Parkway,cty6,MA,2132,42.278097,-71.172269,ct6
MC282426,APPROVED,"Emerald Grove, Inc.",774-722-4128,31 Sadies Way,cty234,MA,2645,41.71341,-70.020601,ct7
MC283584,APPROVED,Victoria Frost LLC,413-885-3666,679-689 Main St.,cty2,MA,1040,42.19289235,-72.61468197,ct2
MC281406,APPROVED,Wiseacre Farm Inc.,413-274-6243,276 Great Barrington Road,cty181,MA,1266,42.2699613,-73.38026408,ct4
PMD5794,REOPENED,"Emerald Turtle Cove Management Company, LLC",781-696-5000,10 Little Brook Road,cty123,MA,2576,41.784065,-70.753745,ct11
MR282038,APPROVED,"ACK Natural, LLC",617-331-0709,"50 Commonwealth Ave, Suite 1",cty6,MA,2108,42.352732,-71.073959,ct6
MC281292,APPROVED,The Headyco LLC,508-740-3006,177 Huntington Ave STE 1703,cty6,MA,2115,42.3449325,-71.08279537,ct6
MP281369,APPROVED,JOLO CAN LLC,617-270-1096,80 Eastern Avenue,cty120,MA,2150,42.38993685,-71.02366626,ct6
MP281400,APPROVED,Peak Limited LLC,978-764-3455,114 Jewett Street,cty68,MA,1833,42.73498195,-70.95109591,ct13
PMD5835,APPROVED,Delivered Inc,978-400-8834,224 Centre St,cty12,MA,2169,42.2384812,-71.01544962,ct1
MR282091,APPROVED,"MedMen Boston, LLC",323-593-5110,"50 Congress Street, Suite 420",cty6,MA,2109,42.3580051,-71.05599076,ct6
PDO103053,APPROVED,Blazin' D's Delivery,508-326-1290,90 Howland St,cty26,MA,2302,42.08858585,-70.9970184,ct11
MR281430,APPROVED,"The Green Harbor Dispensary, LLC",781-974-7782,29 Abbey Lane,cty50,MA,2346,41.85533225,-70.8662464,ct11
PMD5866,APPROVED,"Trevor Express, Inc.",978-995-9625,211 Oak Street,cty37,MA,1760,42.31474019,-71.33950524,ct3
MR282687,APPROVED,Kalyx LLC,413-231-4450,125 North Main Street,cty239,MA,1007,42.2877047,-72.40749247,ct9
PDO103095,APPROVED,"WDV, LLC.",617-869-5917,"6 Sussex st. Boston, MA, USA",cty240,MA,2120,42.33608335,-71.08343559,ct6
MC282485,REOPENED,"Tripps Tree Farm, LLC",978-400-8834,64 Taylor Brook Rd,cty241,MA,1346,42.6739646,-72.80488344,ct5
MP281965,APPROVED,GTE Millis LLC,508-846-5941,120 Bergeron Way,cty44,MA,2072,42.10900415,-71.07822275,ct1
MR284297,REOPENED,"Fiji Tree of Life, LLC",508-361-0492,67 Forest Street,cty150,MA,1752,42.33383515,-71.57282794,ct3
MP282083,APPROVED,EC Developments,412-651-1178,1385 Bernardston Road,cty29,MA,1301,42.65072315,-72.56115519,ct5
MP281544,APPROVED,Royalston Farm LLC,617-932-9726,130 South Royalston Road,cty242,MA,1368,42.6581982,-72.15846907,ct10
MC282830,APPROVED,7LEAF GARDENS LLC,774-488-2478,Charlotte Court,cty50,MA,2346,41.89316,-70.91115,ct11
MR283220,APPROVED,"The Green Harbor Dispensary, LLC",781-974-7782,29 Abbey Lane,cty50,MA,2346,41.85533225,-70.8662464,ct11
MP282110,APPROVED,"Teddy's Veggie Farm, LLC",508-499-0444,203 Greenville Street,cty243,MA,1562,42.2270359,-71.94937618,ct10
MP281998,REOPENED,"Exotica Farms, LLC",413-507-7300,5 APPLETON STREET,cty180,MA,1040,42.19880755,-72.59910302,ct2
PDO103069,APPROVED,"Pronto Leaf, LLC",617-834-0552,1905 Columbus Ave,cty240,MA,2119,42.31765005,-71.09847024,ct6
MP281670,APPROVED,"XH Management, Inc",617-590-2949,200 Highland Avenue,cty10,MA,2494,42.3041745,-71.22012783,ct1
MC281565,APPROVED,LMCC LLC,508-740-7243,30 Sherwood drive,cty28,MA,2780,41.89631395,-71.0859155,ct8
MD1318,APPROVED,"Medicine Man Solutions, LLC",508-958-0059,144 W Brittania St,cty28,MA,2780,41.91778,-71.101212,ct8
MR284537,APPROVED,"ReLeaf Alternative Natick, Inc.",508-922-3543,291 Worcester Street,cty37,MA,1760,42.302831,-71.33713516,ct3
MP281702,APPROVED,"Bask, Inc.",774-305-4749,2 Pequod Road,cty147,MA,2719,41.649306,-70.889235,ct8
MD1270,APPROVED,TSC Delivery LLC,508-494-5238,25 Harriman Rd,cty69,MA,1749,42.3792308,-71.57321111,ct3
MD1301,APPROVED,"ON ROOT, LLC",978-239-8497,82 SANDERSON AVENUE,cty40,MA,2149,42.46937204,-70.92921564,ct13
PMD5911,APPROVED,"Nug Run, LLC",978-518-2276,57 South Hunt Road,cty139,MA,1913,42.83365845,-70.96175191,ct13
MC282001,APPROVED,Royal Sun Farm LLC,617-932-9726,69 Gardner Rd,cty42,MA,1452,42.49315665,-72.01069242,ct10
MC283548,APPROVED,Gan Or LLC,410-370-6330,60 Damon Rd.,cty21,MA,1060,42.34170265,-72.63692327,ct9
MC281317,APPROVED,Berkshire Welco LLC,917-750-5432,"264 Main St.,3rd Floor",cty36,MA,1230,42.19463141,-73.36229695,ct4
MR283656,APPROVED,Ocean Breeze Cultivators LLC,917-847-0040,9 Whistle Stop Way,cty48,MA,1930,42.61722929,-70.6687012,ct13
MP281798,APPROVED,Coyote Cannabis Corporation,781-964-5159,56 Industrial Drive,cty23,MA,1569,42.0392196,-71.61399279,ct10
MC281442,APPROVED,The Fresh Connection Boston LLC,201-783-2949,175-195 Kimball street,cty46,MA,1420,42.58315512,-71.80719765,ct10
MC281658,APPROVED,"Frozen 4, LLC",617-990-6653,618 Columbia Road,cty41,MA,2125,42.31770449,-71.06438969,ct6
MC281300,APPROVED,Solurge Inc.,305-801-7893,650 Beaulieu Street,cty2,MA,1040,42.19161355,-72.61750717,ct2
MC283739,APPROVED,Meed Cannabis LLC,617-953-8206,964 Main Street,cty36,MA,1230,42.1686085,-73.3643063,ct4
MC281610,APPROVED,"Greenerside Holdings, LLC",617-792-8714,62 Harold Street,cty6,MA,2119,42.31863548,-71.08913567,ct6
MP281847,APPROVED,Revolution Greencare LLC,413-221-0876,30 Buckley Blvd,cty9,MA,1020,42.19313668,-72.59813538,ct2
MR282028,APPROVED,"Mission MA, Inc.",833-768-4357,640 Lincoln St.,cty47,MA,1605,42.2991219,-71.76489336,ct10
MC283608,APPROVED,"UC Cultivation, LLC",978-866-1154,601 Fitchburg State Road,cty17,MA,1431,42.64831219,-71.79086639,ct3
MP281838,APPROVED,"Columbia Growth, Inc.",917-402-0017,157 Columbia Street,cty7,MA,1238,42.316279,-73.2471,ct4
MP281343,APPROVED,Treeworks of Massachusetts LLC,413-687-5762,3 West Street,cty244,MA,1088,42.3676216,-72.63789207,ct9
MR283773,APPROVED,"Cypress Tree Management Natick, Inc.",617-892-8687,419 BOYLSTON STREET,cty6,MA,2116,42.35161137,-71.07204886,ct6
MP281758,APPROVED,"MJ's Market, Inc.",603-759-7176,119 Drum Hill Road,cty121,MA,1824,42.6239318,-71.36312892,ct3
MD1320,APPROVED,Gas Bus LLC,781-252-0327,321 West Grove St,cty50,MA,2346,41.8943065,-70.94187033,ct11
MB282302,APPROVED,Cannalive Genetics LLC,617-221-5666,532 Main Street,cty2,MA,1040,42.19614255,-72.6105054,ct2
MR281800,APPROVED,Native Sun Wellness INC,978-400-3044,67 Kemble St,cty6,MA,2119,42.32827313,-71.0723489,ct6
MR282824,APPROVED,Mint Dispensary Facilities II LLC,602-931-3663,1035 South Street,cty74,MA,1201,42.407716,-73.26333438,ct4
CO281373,APPROVED,Roaring Glen Farms LLC,413-350-5171,40 Whately Glen Road,cty245,MA,1341,42.48373495,-72.66408446,ct5
PDO103660,PENDING,"DB Delivery MA, LLC",888-836-6243,4 Recovery Road,cty123,MA,2571,41.7788772,-70.74133304,ct11
MC281550,APPROVED,Temescal Wellness of Massachusetts,207-408-1748,141 SW Cutoff,cty47,MA,1604,42.2327139,-71.75108676,ct10
MC281310,APPROVED,"Wellman Farm, Inc.",978-566-1717,26 Wellman Street,cty20,MA,1851,42.62003495,-71.32278753,ct3
MP281480,APPROVED,"Mayflower Medicinals, Inc.",508-356-6600,33 Union Street,cty6,MA,2108,42.3611907,-71.05667155,ct6
MR282205,APPROVED,"Commcan, Inc.",508-376-2041,1525 Main Street,cty160,MA,2054,42.15834941,-71.3854694,ct1
MC282746,APPROVED,Cedar Roots LLC,401-363-5682,50 East Main Street,cty90,MA,1082,42.2589894,-72.23919218,ct9
MP282293,REOPENED,"15 Arch, LLC",413-512-8420,15 Arch St,cty29,MA,1301,42.59238867,-72.60497828,ct5
MR281550,APPROVED,4bros Inc,518-224-4772,630 Beaulieu Street,cty2,MA,1040,42.19219285,-72.61703974,ct2
MC281264,APPROVED,"The Green Harbor Dispensary, LLC",781-974-7782,29 Abbey Lane,cty50,MA,2346,41.85533225,-70.8662464,ct11
MC281592,APPROVED,Solar Therapeutics Inc,603-498-6326,1400 Brayton Point Road,cty39,MA,2725,41.7290653,-71.17288035,ct8
PMD5932,APPROVED,"Ara Ventures, LLC",973-262-2350,1029 North Road,cty132,MA,1085,42.17814017,-72.68892417,ct2
IL281349,APPROVED,"Kaycha MA, LLC",617-777-4266,16 Tech Circle,cty37,MA,1760,42.31388052,-71.3379349,ct3
MR282755,REOPENED,Emerald River LLC,413-535-0621,26 Hadley Mills Road,cty2,MA,1040,42.2095897,-72.59947021,ct2
MC282072,APPROVED,"The Haven Center, Inc.",508-360-9644,245 Rout 6A,cty169,MA,2653,41.776274,-70.006211,ct7
MB281425,APPROVED,"Hemp Holistics, LLC",978-267-1175,351 Bennett Rd,cty17,MA,1431,42.7075152,-71.8811563,ct3
MP282064,APPROVED,"CNA Stores, Inc.",781-589-3192,West Street,cty24,MA,1475,42.6835217,-72.0554746,ct10
MR283170,APPROVED,"Holyoke Green Growers, LLC.",413-883-9862,60 Jackson St.,cty180,MA,1040,42.19705548,-72.6142854,ct2
MC283450,APPROVED,"Hydro Flower, LLC",508-943-7800,36 Canal Road,cty25,MA,1376,42.6091795,-72.56036357,ct5
MC283709,APPROVED,"Mass Tree Holdings, LLC",617-256-6487,79-81 Main St.,cty131,MA,1543,42.316663,-71.831251,ct10
MR282752,APPROVED,"Verdant Reparative, Inc.",781-507-3987,37 Schuyler Street,cty41,MA,2121,42.2973205,-71.0744952,ct6
MP281799,APPROVED,"Other Side Agronomy, Inc.",646-772-2587,14 Ferry Lots Ln.,cty52,MA,1952,42.83742365,-70.87225209,ct13
MP282043,APPROVED,"Berkshire Welco Lab & Manufacturing, LLC",413-717-5036,34 Home Road,cty91,MA,1257,42.10996605,-73.32028698,ct4
PDO103585,APPROVED,INFINITREE LLC,857-261-2141,10 DEGAUTIER WAY,cty192,MA,2119,42.33024632,-71.08093279,ct6
MP281816,APPROVED,"Good Chemistry Nurseries of Massachusetts, LLC",303-810-1554,50 Congress Street,cty6,MA,2109,42.3580051,-71.05599076,ct6
MC281924,APPROVED,"BeWell Organic Medicine, Inc.",917-612-7987,92 Bolt Street,cty20,MA,1852,42.62533695,-71.2999247,ct3
MC282183,APPROVED,"Lifted Genetics, LLC",774-217-9567,42 Holliston St,cty1,MA,2053,42.14592985,-71.40533177,ct1
MR281939,APPROVED,Green World LLC,774-274-0009,897 N Montello St,cty26,MA,2301,42.10762475,-71.02350882,ct11
MR282633,APPROVED,"United Cultivation, LLC",978-866-1154,601-603 Fitchburg State Road,cty17,MA,1431,42.64831219,-71.79086639,ct3
MX281357,APPROVED,Frozen 4 Corporation,617-990-6653,618 Columbia Road,cty41,MA,2125,42.31770449,-71.06438969,ct6
MR283040,APPROVED,"Turning Leaf Centers Northampton, LLC",413-204-4749,261 King Street,cty21,MA,1060,42.331381,-72.63397218,ct9
MP281761,APPROVED,"Bare Naked Greens, LLC",401-743-0111,290 Millville Rd.,cty23,MA,1569,42.060715,-71.619939,ct10
MC281309,APPROVED,"Curaleaf Massachusetts, Inc.",617-750-6885,30 Worcester Road,cty27,MA,1570,42.0627292,-71.86222453,ct10
MR281268,APPROVED,Cultivate Holdings LLC,207-233-1304,1764 Main Street,cty187,MA,1524,42.25230025,-71.94607314,ct10
MR283968,APPROVED,High Hawk Farm LLC,978-618-9464,140 Worcester Road,cty116,MA,1005,42.40733105,-72.09258676,ct10
MR282339,APPROVED,"Commonwealth Alternative Care, Inc.",508-738-6380,30 Mozzone Boulevard,cty28,MA,2780,41.87312085,-71.063849,ct8
MD1264,APPROVED,BLUE SKY ORGANICS LLC,617-201-5704,16 Maguire Ct.,cty60,MA,2458,42.35465435,-71.20227794,ct3
PDO103371,APPROVED,"North East Gro, LLC.",617-678-6627,34 Larchmont Street,cty6,MA,2124,42.29671235,-71.06908737,ct6
DO100138,APPROVED,The Corner Emporium LLC.,508-735-2497,40 Jackson St.,cty47,MA,1608,42.25563765,-71.808264,ct10
MD1276,APPROVED,Delivered Inc,978-400-8834,101 N Bridge St,cty2,MA,1040,42.20351205,-72.5976618,ct2
MC283798,APPROVED,Canna-Farm LLC,857-321-1588,1 Turner Street,cty22,MA,2703,41.896438,-71.365661,ct8
MC283027,APPROVED,"Sunhouse Mass, LLC",415-250-8882,428 Merrill Rd.,cty74,MA,1210,42.4564677,-73.21060783,ct4
MR282937,APPROVED,"Legal Greens, LLC",617-419-6719,73-75 Pleasant St,cty26,MA,2301,42.085296,-71.0219239,ct11
MP282151,APPROVED,"Winchendon Grows, LLC",781-789-5808,12 Mount Vernon Street,cty156,MA,2176,42.4506857,-71.06737778,ct3
MR284143,APPROVED,Spencer House LLC,413-212-2325,3235 MAIN ST,cty199,MA,1223,42.3275167,-73.08372802,ct4
MC281273,APPROVED,"In Good Health, Inc.",617-869-1855,1200 West Chestnut Street,cty26,MA,2301,42.0528856,-71.06513403,ct11
MP281557,APPROVED,"ACK Natural, LLC",617-331-0709,"50 Commonwealth Ave, Suite 1",cty6,MA,2108,42.352732,-71.073959,ct6
MC281319,APPROVED,"Northeast Alternatives, Inc.",508-567-6761,999 William S. Canning Blvd.,cty14,MA,2721,41.6655837,-71.15724582,ct8
PMD6086,PENDING,La Bodeguita Cannabis LLC.,978-457-3670,362 Hildreth St Fl 4,cty20,MA,1850,42.66229545,-71.31049309,ct3
MP281928,APPROVED,"Thrive Cultivation & Dispensary, LLC",781-858-9491,53 Midland Drive,cty18,MA,2451,42.42043915,-71.26226669,ct3
MP281307,APPROVED,"In Good Health, Inc.",617-869-1855,1200 West Chestnut Street,cty26,MA,2301,42.0528856,-71.06513403,ct11
MP282119,APPROVED,New England Alchemy LLC,413-341-0908,76 Gothic Street,cty21,MA,1060,42.3217493,-72.633297,ct9
PMD5977,APPROVED,River Grove LLC,508-264-2530,475 Canal Street,cty2,MA,1040,42.198539,-72.602157,ct2
MC283754,APPROVED,"The Green Resource, Inc.",508-789-5686,28 Cortland Drive,cty69,MA,1749,42.38329065,-71.52516296,ct3
DO100125,APPROVED,The GreenHouse Cannabis Group Inc.,978-393-3104,41 East Main Street,cty246,MA,1349,42.578453,-72.493344,ct5
MC283773,APPROVED,"Arrow Cultivate, LLC",413-229-8958,237 Bow Wow Road,cty91,MA,1257,42.12004658,-73.37056206,ct4
MC282581,APPROVED,"Hudson Growers Alliance, LLC",508-259-8027,9 KANE INDUSTRIAL DR.,cty247,MA,1749,42.3939296,-71.50629421,ct3
MP282024,APPROVED,"Bada Bloom!, Inc.",978-995-9625,44 Old Tyng Road,cty38,MA,1879,42.66456182,-71.41241687,ct3
MR283733,REOPENED,Colonial Organics,617-388-3392,880 Boston Rd #95,cty212,MA,1866,42.52723055, -71.22538716013155,ct3
MC282102,APPROVED,Humboldt Masters LLC,860-817-7440,149 Parsons St,cty151,MA,2135,42.35516715,-71.15570479,ct6
MC282217,APPROVED,Peak Limited LLC,978-764-3455,114 Jewett Street,cty68,MA,1833,42.73498195,-70.95109591,ct13
PDO103504,REOPENED,FASTEDDYBOSTON,978-294-3213,176 D,cty193,MA,1826,42.6687673,-71.3034107,ct3
MB281535,APPROVED,FOURTWENTY INDUSTRIES CO.,617-596-7952,3 Foundry Industrial Park,cty20,MA,1852,42.6414437,-71.3085329,ct3
MR282814,APPROVED,Munro Associates LLC,508-951-2753,885 BUFFINTON ST.,cty149,MA,2726,41.75021675,-71.15529902,ct8
MP281585,APPROVED,Buudda Brothers LLC,917-698-1107,604 Main Street,cty2,MA,1040,42.19540414,-72.61157029,ct2
MR281252,APPROVED,Pharmacannis Massachusetts Inc.,508-649-9858,112 Main Street,cty123,MA,2571,41.75605065,-70.71318633,ct11
MR284051,APPROVED,Leaf Lux Group Inc.,917-601-9986,40 Lyman Street,cty2,MA,1040,42.20685416,-72.5972495,ct2
MT281408,REOPENED,Tree Beard Inc,774-722-3387,319a Union St,cty101,MA,2740,41.6338425,-70.93140437,ct8
MR282210,REOPENED,"Verdant Medical, Inc.",781-507-3987,37 Schuyler Street,cty6,MA,2121,42.3093115,-71.08663673,ct6
DO100144,APPROVED,Alchemy League,857-492-1916,"12 Marcella St, Boston, MA",cty115,MA,2119,42.32105115,-71.09391454,ct6
MD1282,APPROVED,Lucky Green Ladies LLC,845-325-2874,820 Pulaski Blvd,cty124,MA,2019,42.0361025,-71.48001872,ct1
MC281964,APPROVED,"Stafford Green, Inc.",508-367-2187,80 Stafford Hill Rd,cty248,MA,1225,42.56703585,-73.10425774,ct4
MR282334,APPROVED,Greenhouse Naturals LLC,978-561-1994,80A Lawrence Road,cty249,MA,1921,42.66616145,-71.03448155,ct13
MR281793,APPROVED,Green Biz LLC,515-460-8350,34 Bridge St,cty21,MA,1060,42.3216753,-72.62814849,ct9
MR282885,APPROVED,"LMCC, LLC",508-740-7243,128 Myricks Street,cty130,MA,2779,41.8387852,-71.01436519,ct8
PMD5804,APPROVED,Rolling Releaf LLC,857-544-8040,370 Wareham Street,cty50,MA,2346,41.85792655,-70.86407254,ct11
MC281931,APPROVED,"E and J Supply, LLC",413-657-7886,401 Mill Valley Road,cty239,MA,1007,42.258172,-72.371323,ct9
MR281371,APPROVED,"Mass Alternative Care, Inc.",413-377-6240,1247 East Main Street,cty9,MA,1020,42.15810715,-72.54266983,ct2
MC281999,APPROVED,"Life Essence, Inc.",617-832-1158,56 Canal Street,cty2,MA,1040,42.20833147,-72.59677389,ct2
MR283203,APPROVED,"New Leaf Enterprises, Inc.",508-837-5466,360 Second Street,cty14,MA,2721,41.69732305,-71.15726635,ct8
MR281942,APPROVED,"Garden Remedies, Inc.",617-235-7214,416 Boston Post Road E,cty150,MA,1752,42.3479699,-71.5132524,ct3
DE201067,APPROVED,Aunty Budz LLC,413-210-9287,"34 North Maple Street, Unit 19",cty170,MA,1062,42.3377662,-72.67332615,ct9
MC283693,REOPENED,Oyster River Clothing Company,617-407-5681,1369 Main Street,cty250,MA,2633,41.6836361,-69.98460878,ct7
MC281413,APPROVED,Urban Grown Inc.,413-687-2291,4 Keefe Avenue,cty2,MA,1040,42.2044165,-72.6294277,ct2
MR281844,APPROVED,CTDW LLC,978-804-3361,11 Larchmont Street,cty102,MA,1970,42.5195292,-70.8967226,ct13
MR282631,APPROVED,PR MA LLC,774-254-0441,80 E. Washington St,cty251,MA,2760,41.9687426,-71.33607374,ct8
MC283354,APPROVED,"M3 Ventures, Inc.",617-686-5185,9 Collins Avenue,cty64,MA,2360,41.96042185,-70.69122676,ct11
PDO103368,APPROVED,The Corner Emporium LLC.,508-735-2497,40 Jackson St.,cty47,MA,1608,42.25563765,-71.808264,ct10
MR283035,APPROVED,"Patient Centric of Martha's Vineyard, Ltd.",774-836-4397,90 Dr. Fisher Rd.,cty30,MA,2575,41.409333,-70.665626,ct12
MR284457,APPROVED,Alternative Compassion Services Inc,508-356-5151,693 Elm Street,cty173,MA,2324,41.98605285,-71.02147737,ct11
MC281254,APPROVED,Caregiver-Patient Connection,978-621-3567,295 Vernon Ave,cty116,MA,1005,42.3835863,-72.08674387,ct10
MD1315,REOPENED,"WeeDeliver, LLC",617-959-7440,"88 Huntoon Memorial Highway, Unit A",cty187,MA,1524,42.20751965,-71.90715708,ct10
MB281781,APPROVED,Pleasant Hill Growers LLC,978-732-4479,681 Pleasant Street,cty252,MA,1827,42.67049305,-71.52877523,ct3
MT281365,APPROVED,Coastal Solutions,781-733-1643,608 Chandler Street,cty144,MA,2332,42.05280345,-70.72714159,ct11
MC283194,APPROVED,"Sugar Grove, LLC",508-221-4058,111 Gainsborough Street,cty6,MA,2115,42.34257194,-71.08956276,ct6
MP281746,APPROVED,"Pure Industries, Inc.",603-296-5036,181 Stedman Street,cty20,MA,1851,42.62486015,-71.35255266,ct3
MP282209,APPROVED,"Greenwayv, Inc.",413-214-1568,174 Mashapaug Rd,cty77,MA,1521,42.05636225,-72.16021,ct2
MR284873,APPROVED,ARL Healthcare Inc.,207-807-3620,216 Ricciuti Drive,cty12,MA,2169,42.23962,-71.04122128,ct1
MR282337,APPROVED,"Commonwealth Alternative Care, Inc.",617-529-1894,30 Mozzone Boulevard,cty28,MA,2780,41.87312085,-71.063849,ct8
MC281751,APPROVED,Blue Collar Botany Corp,508-414-0606,644 River Street,cty46,MA,1420,42.57697054,-71.83390627,ct10
