SaleDate,PRODUCT_CATEGORY,UNIT_OF_MEASURE,RecordNo,TOTAL_$,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
6/11/2022,Kief,Grams,14817,4505.98,0,0,177.11,4505.98,177.11,3/22/2024
6/11/2022,Concentrate (Bulk),Grams,14817,428.94,0,0,6.41,428.94,6.41,3/22/2024
6/11/2022,Concentrate,Milligrams,14817,125.66,0,0,3000,125.66,3000,3/22/2024
6/11/2022,Raw Pre-Rolls,Milligrams,14817,124.66,0,0,13000,124.66,13000,3/22/2024
6/11/2022,Concentrate (Each),Each,14817,251665.45,5509,251665.45,0,0,5509,3/22/2024
6/11/2022,Infused Pre-Rolls,Milligrams,14817,60,0,0,2000,60,2000,3/22/2024
6/11/2022,Shake/Trim,Grams,14817,6630.16,0,0,1112.5,6630.16,1112.5,3/22/2024
6/11/2022,Infused Beverage,Each,14817,60057.23,6852,60057.23,0,0,6852,3/22/2024
6/11/2022,Shake/Trim,Ounces,14817,255,0,0,2.1,255,2.1,3/22/2024
6/11/2022,Buds,Ounces,14817,220,0,0,0.6,220,0.6,3/22/2024
6/11/2022,Infused (non-edible),Each,14817,19198.63,476,19198.63,0,0,476,3/22/2024
6/11/2022,Infused Pre-Rolls,Grams,14817,64276.64,0,0,2505.53,64276.64,2505.53,3/22/2024
6/12/2022,Infused Pre-Rolls,Milligrams,14837,30,0,0,1000,30,1000,3/22/2024
6/12/2022,Concentrate (Bulk),Grams,14837,542.51,0,0,9.41,542.51,9.41,3/22/2024
6/12/2022,Vape Product,Each,14837,798663.37,16571,798663.37,0,0,16571,3/22/2024
6/12/2022,Infused (non-edible),Each,14837,13569.56,323,13569.56,0,0,323,3/22/2024
6/12/2022,Shake/Trim,Ounces,14837,45,0,0,0.37,45,0.37,3/22/2024
6/12/2022,Concentrate,Milligrams,14837,76.55,0,0,2000,76.55,2000,3/22/2024
6/12/2022,Infused (edible),Each,14837,569603.82,25926,569603.82,0,0,25926,3/22/2024
6/12/2022,Raw Pre-Rolls,Grams,14837,570124.7,0,0,45444.75,570124.7,45444.75,3/22/2024
6/12/2022,Infused Pre-Rolls,Grams,14837,43577.82,0,0,1738.87,43577.82,1738.87,3/22/2024
6/12/2022,Shake/Trim,Grams,14837,5084.06,0,0,901,5084.06,901,3/22/2024
6/12/2022,Concentrate,Grams,14837,3101.8,0,0,61,3101.8,61,3/22/2024
6/12/2022,Concentrate (Each),Each,14837,200586.51,4421,200586.51,0,0,4421,3/22/2024
6/12/2022,Buds,Ounces,14837,140,0,0,0.36,140,0.36,3/22/2024
6/12/2022,Infused Beverage,Each,14837,39614.41,4451,39614.41,0,0,4451,3/22/2024
6/12/2022,Kief,Grams,14837,3785.98,0,0,145.02,3785.98,145.02,3/22/2024
6/12/2022,Raw Pre-Rolls,Milligrams,14837,75,0,0,8000,75,8000,3/22/2024
6/12/2022,Shake/Trim (by strain),Grams,14837,59265.01,0,0,10037.4,59265.01,10037.4,3/22/2024
6/12/2022,Immature Plants,Each,14837,600.24,47,600.24,0,0,47,3/22/2024
6/12/2022,Buds,Grams,14837,1452375.58,0,0,135561.51,1452375.58,135561.51,3/22/2024
6/13/2022,Concentrate (Each),Each,14856,179043.59,4086,179043.59,0,0,4086,3/22/2024
6/13/2022,Vape Product,Each,14856,748776.49,16143,748776.49,0,0,16143,3/22/2024
6/13/2022,Buds,Grams,14856,1320215.2,0,0,124537.26,1320215.2,124537.26,3/22/2024
6/13/2022,Raw Pre-Rolls,Milligrams,14856,82.75,0,0,9000,82.75,9000,3/22/2024
6/13/2022,Concentrate,Milligrams,14856,87.22,0,0,2000,87.22,2000,3/22/2024
6/13/2022,Infused Pre-Rolls,Grams,14856,35996.2,0,0,1500.57,35996.2,1500.57,3/22/2024
6/13/2022,Shake/Trim,Grams,14856,6642.75,0,0,1080,6642.75,1080,3/22/2024
6/13/2022,Concentrate (Bulk),Grams,14856,511.19,0,0,9.03,511.19,9.03,3/22/2024
6/13/2022,Shake/Trim,Ounces,14856,75,0,0,0.6,75,0.6,3/22/2024
6/13/2022,Immature Plants,Each,14856,600,21,600,0,0,21,3/22/2024
6/13/2022,Shake/Trim (by strain),Grams,14856,62197.74,0,0,10768.5,62197.74,10768.5,3/22/2024
6/13/2022,Infused (edible),Each,14856,452192.04,21257,452192.04,0,0,21257,3/22/2024
6/13/2022,Kief,Grams,14856,3822.25,0,0,147,3822.25,147,3/22/2024
6/13/2022,Infused Beverage,Each,14856,28084.06,3203,28084.06,0,0,3203,3/22/2024
6/13/2022,Infused (non-edible),Each,14856,11728.34,297,11728.34,0,0,297,3/22/2024
6/13/2022,Concentrate,Grams,14856,3391.88,0,0,70.5,3391.88,70.5,3/22/2024
6/13/2022,Raw Pre-Rolls,Grams,14856,540706.57,0,0,45453.4,540706.57,45453.4,3/22/2024
6/14/2022,Infused (edible),Each,14873,441963.06,20986,441963.06,0,0,20986,3/22/2024
6/14/2022,Immature Plants,Each,14873,30.34,35,30.34,0,0,35,3/22/2024
6/14/2022,Shake/Trim,Ounces,14873,195,0,0,1.59,195,1.59,3/22/2024
6/14/2022,Infused (non-edible),Each,14873,11237.2,259,11237.2,0,0,259,3/22/2024
6/14/2022,Infused Pre-Rolls,Grams,14873,37886.45,0,0,1509.58,37886.45,1509.58,3/22/2024
6/14/2022,Concentrate (Bulk),Grams,14873,350,0,0,3.81,350,3.81,3/22/2024
6/14/2022,Infused Pre-Rolls,Milligrams,14873,60,0,0,2000,60,2000,3/22/2024
6/14/2022,Buds,Ounces,14873,40,0,0,0.12,40,0.12,3/22/2024
6/14/2022,Raw Pre-Rolls,Milligrams,14873,46,0,0,5000,46,5000,3/22/2024
6/14/2022,Raw Pre-Rolls,Grams,14873,536887.3,0,0,43481.79,536887.3,43481.79,3/22/2024
6/14/2022,Shake/Trim (by strain),Grams,14873,56840.07,0,0,10058.3,56840.07,10058.3,3/22/2024
6/14/2022,Concentrate,Grams,14873,2595.01,0,0,53,2595.01,53,3/22/2024
6/14/2022,Vape Product,Each,14873,746590.69,15874,746590.69,0,0,15874,3/22/2024
6/14/2022,Shake/Trim,Grams,14873,8654.33,0,0,1384.5,8654.33,1384.5,3/22/2024
6/14/2022,Concentrate,Milligrams,14873,84.85,0,0,2000,84.85,2000,3/22/2024
6/14/2022,Concentrate (Each),Each,14873,165652.76,3699,165652.76,0,0,3699,3/22/2024
6/14/2022,Buds,Grams,14873,1341074.69,0,0,135160.27,1341074.69,135160.27,3/22/2024
6/14/2022,Infused Beverage,Each,14873,25927.97,3116,25927.97,0,0,3116,3/22/2024
6/14/2022,Kief,Grams,14873,3549.25,0,0,134.25,3549.25,134.25,3/22/2024
6/15/2022,Shake/Trim (by strain),Grams,14892,67722.52,0,0,12152.1,67722.52,12152.1,3/22/2024
6/15/2022,Shake/Trim,Ounces,14892,225,0,0,1.85,225,1.85,3/22/2024
6/15/2022,Kief,Grams,14892,4084.6,0,0,148,4084.6,148,3/22/2024
6/15/2022,Infused (edible),Each,14892,538097.71,26179,538097.71,0,0,26179,3/22/2024
6/15/2022,Concentrate,Grams,14892,3814.54,0,0,78.6,3814.54,78.6,3/22/2024
6/15/2022,Concentrate (Bulk),Grams,14892,199.58,0,0,3.02,199.58,3.02,3/22/2024
6/15/2022,Infused Pre-Rolls,Grams,14892,44314.91,0,0,1832.35,44314.91,1832.35,3/22/2024
6/15/2022,Infused Beverage,Each,14892,39297.25,4776,39297.25,0,0,4776,3/22/2024
6/15/2022,Raw Pre-Rolls,Milligrams,14892,280.5,0,0,30000,280.5,30000,3/22/2024
6/15/2022,Immature Plants,Each,14892,410,15,410,0,0,15,3/22/2024
6/15/2022,Raw Pre-Rolls,Grams,14892,603167.9,0,0,50033.08,603167.9,50033.08,3/22/2024
6/15/2022,Infused (non-edible),Each,14892,12251.4,313,12251.4,0,0,313,3/22/2024
6/15/2022,Vape Product,Each,14892,823907.3,17622,823907.3,0,0,17622,3/22/2024
6/15/2022,Buds,Ounces,14892,80,0,0,0.24,80,0.24,3/22/2024
6/15/2022,Concentrate,Milligrams,14892,41.79,0,0,1000,41.79,1000,3/22/2024
6/15/2022,Concentrate (Each),Each,14892,199867.17,4767,199867.17,0,0,4767,3/22/2024
6/15/2022,Shake/Trim,Grams,14892,9080.2,0,0,1483,9080.2,1483,3/22/2024
6/15/2022,Buds,Grams,14892,1493640.41,0,0,144840.26,1493640.41,144840.26,3/22/2024
6/16/2022,Shake/Trim (by strain),Grams,14910,70553.93,0,0,12460.9,70553.93,12460.9,3/22/2024
6/16/2022,Concentrate,Milligrams,14910,165.43,0,0,4000,165.43,4000,3/22/2024
6/16/2022,Concentrate (Bulk),Grams,14910,725,0,0,11,725,11,3/22/2024
6/16/2022,Kief,Grams,14910,7437.2,0,0,348.01,7437.2,348.01,3/22/2024
6/16/2022,Vape Product,Each,14910,916351.79,19507,916351.79,0,0,19507,3/22/2024
6/16/2022,Immature Plants,Each,14910,180,6,180,0,0,6,3/22/2024
6/16/2022,Buds,Grams,14910,1624083.2,0,0,156110.15,1624083.2,156110.15,3/22/2024
6/16/2022,Shake/Trim,Grams,14910,8683.63,0,0,1391.5,8683.63,1391.5,3/22/2024
6/16/2022,Raw Pre-Rolls,Milligrams,14910,205.25,0,0,22000,205.25,22000,3/22/2024
6/16/2022,Concentrate,Grams,14910,4444.98,0,0,85.1,4444.98,85.1,3/22/2024
6/16/2022,Buds,Ounces,14910,130,0,0,0.36,130,0.36,3/22/2024
6/16/2022,Shake/Trim,Ounces,14910,264,0,0,2.21,264,2.21,3/22/2024
6/16/2022,Infused (edible),Each,14910,585259.26,28353,585259.26,0,0,28353,3/22/2024
6/16/2022,Infused Pre-Rolls,Grams,14910,46073.33,0,0,1875.1,46073.33,1875.1,3/22/2024
6/16/2022,Infused (non-edible),Each,14910,17004.52,448,17004.52,0,0,448,3/22/2024
6/16/2022,Raw Pre-Rolls,Grams,14910,675628.94,0,0,55597.3,675628.94,55597.3,3/22/2024
6/16/2022,Infused Beverage,Each,14910,44182.02,5672,44182.02,0,0,5672,3/22/2024
6/16/2022,Concentrate (Each),Each,14910,216239.17,4993,216239.17,0,0,4993,3/22/2024
6/17/2022,Shake/Trim (by strain),Grams,14928,87638.69,0,0,14825,87638.69,14825,3/22/2024
6/17/2022,Infused (edible),Each,14928,773568.59,37482,773568.59,0,0,37482,3/22/2024
6/17/2022,Buds,Grams,14928,2021847.8,0,0,195091.71,2021847.8,195091.71,3/22/2024
6/17/2022,Concentrate,Grams,14928,5946.78,0,0,115.71,5946.78,115.71,3/22/2024
6/17/2022,Buds,Ounces,14928,220,0,0,0.6,220,0.6,3/22/2024
6/17/2022,Immature Plants,Each,14928,382,25,382,0,0,25,3/22/2024
6/17/2022,Raw Pre-Rolls,Grams,14928,836770.51,0,0,67239.77,836770.51,67239.77,3/22/2024
6/17/2022,Infused (non-edible),Each,14928,19582.66,521,19582.66,0,0,521,3/22/2024
6/17/2022,Infused Pre-Rolls,Grams,14928,58335.23,0,0,2215.34,58335.23,2215.34,3/22/2024
6/17/2022,Raw Pre-Rolls,Milligrams,14928,266.24,0,0,29000,266.24,29000,3/22/2024
6/17/2022,Infused Beverage,Each,14928,67236.97,8316,67236.97,0,0,8316,3/22/2024
6/17/2022,Shake/Trim,Grams,14928,12515.75,0,0,2056,12515.75,2056,3/22/2024
6/17/2022,Concentrate (Bulk),Grams,14928,1258.22,0,0,19.18,1258.22,19.18,3/22/2024
6/17/2022,Kief,Grams,14928,9244.67,0,0,426.51,9244.67,426.51,3/22/2024
6/17/2022,Vape Product,Each,14928,1142115.68,24308,1142115.68,0,0,24308,3/22/2024
6/17/2022,Shake/Trim,Ounces,14928,30,0,0,0.24,30,0.24,3/22/2024
6/17/2022,Kief,Milligrams,14928,30,0,0,1000,30,1000,3/22/2024
6/17/2022,Concentrate (Each),Each,14928,281661.24,6554,281661.24,0,0,6571.25,3/22/2024
6/17/2022,Concentrate,Milligrams,14928,185.61,0,0,4000,185.61,4000,3/22/2024
6/18/2022,Infused (non-edible),Each,14947,21675.94,572,21675.94,0,0,572,3/22/2024
6/18/2022,Vape Product,Each,14947,1055841.89,22746,1055841.89,0,0,22746,3/22/2024
6/18/2022,Shake/Trim,Grams,14947,8822.42,0,0,1577,8822.42,1577,3/22/2024
6/18/2022,Kief,Grams,14947,8978.39,0,0,414.02,8978.39,414.02,3/22/2024
6/18/2022,Concentrate (Each),Each,14947,254290.04,5598,254290.04,0,0,5598,3/22/2024
6/18/2022,Raw Pre-Rolls,Grams,14947,776892.84,0,0,63747.41,776892.84,63747.41,3/22/2024
6/18/2022,Raw Pre-Rolls,Milligrams,14947,302.32,0,0,36000,302.32,36000,3/22/2024
6/18/2022,Concentrate (Bulk),Grams,14947,931,0,0,12.82,931,12.82,3/22/2024
6/18/2022,Buds,Ounces,14947,140,0,0,0.36,140,0.36,3/22/2024
6/18/2022,Shake/Trim,Ounces,14947,15,0,0,0.12,15,0.12,3/22/2024
6/18/2022,Concentrate,Milligrams,14947,302.23,0,0,7000,302.23,7000,3/22/2024
6/18/2022,Concentrate,Grams,14947,5339.76,0,0,99.11,5339.76,99.11,3/22/2024
6/18/2022,Infused Pre-Rolls,Grams,14947,56194.84,0,0,2215.33,56194.84,2215.33,3/22/2024
6/18/2022,Infused Beverage,Each,14947,63292.81,7723,63292.81,0,0,7723,3/22/2024
6/18/2022,Immature Plants,Each,14947,440,15,440,0,0,15,3/22/2024
6/18/2022,Infused (edible),Each,14947,808940.69,38668,808940.69,0,0,38668,3/22/2024
6/18/2022,Buds,Grams,14947,1838585.44,0,0,171826.65,1838585.44,171826.65,3/22/2024
6/18/2022,Shake/Trim (by strain),Grams,14947,72464.19,0,0,11847.6,72464.19,11847.6,3/22/2024
6/19/2022,Concentrate,Milligrams,14965,340.97,0,0,7500,340.97,7500,3/22/2024
6/19/2022,Infused (edible),Each,14965,568295.75,26877,568295.75,0,0,26877,3/22/2024
6/19/2022,Infused Pre-Rolls,Grams,14965,43515.82,0,0,1630.14,43515.82,1630.14,3/22/2024
6/19/2022,Buds,Grams,14965,1438785.01,0,0,135581.57,1438785.01,135581.57,3/22/2024
6/19/2022,Concentrate,Grams,14965,3263.42,0,0,63.01,3263.42,63.01,3/22/2024
6/19/2022,Infused (non-edible),Each,14965,16653.87,390,16653.87,0,0,390,3/22/2024
6/19/2022,Immature Plants,Each,14965,630,22,630,0,0,22,3/22/2024
6/19/2022,Shake/Trim,Grams,14965,6664.8,0,0,1164,6664.8,1164,3/22/2024
6/19/2022,Buds,Ounces,14965,100,0,0,0.24,100,0.24,3/22/2024
6/19/2022,Shake/Trim,Ounces,14965,240,0,0,1.98,240,1.98,3/22/2024
6/19/2022,Raw Pre-Rolls,Grams,14965,599290.09,0,0,48285.47,599290.09,48285.47,3/22/2024
6/19/2022,Kief,Grams,14965,6773.01,0,0,337,6773.01,337,3/22/2024
6/19/2022,Concentrate (Each),Each,14965,199311.83,4419,199311.83,0,0,4419,3/22/2024
6/19/2022,Infused Beverage,Each,14965,42861.2,5184,42861.2,0,0,5184,3/22/2024
6/19/2022,Raw Pre-Rolls,Milligrams,14965,330.96,0,0,39000,330.96,39000,3/22/2024
6/19/2022,Concentrate (Bulk),Grams,14965,874.96,0,0,14.01,874.96,14.01,3/22/2024
6/19/2022,Vape Product,Each,14965,769710.04,15978,769710.04,0,0,15978,3/22/2024
6/19/2022,Shake/Trim (by strain),Grams,14965,61029.81,0,0,9687.3,61029.81,9687.3,3/22/2024
6/20/2022,Infused Pre-Rolls,Grams,14983,32860.5,0,0,1243.48,32860.5,1243.48,3/22/2024
6/20/2022,Shake/Trim,Grams,14983,6497.5,0,0,1069,6497.5,1069,3/22/2024
6/20/2022,Concentrate (Bulk),Grams,14983,528,0,0,8,528,8,3/22/2024
6/20/2022,Raw Pre-Rolls,Milligrams,14983,75.53,0,0,9000,75.53,9000,3/22/2024
6/20/2022,Concentrate,Milligrams,14983,136.7,0,0,3000,136.7,3000,3/22/2024
6/20/2022,Vape Product,Each,14983,812278.45,16944,812278.45,0,0,16944,3/22/2024
6/20/2022,Concentrate (Each),Each,14983,179443.59,4050,179443.59,0,0,4050,3/22/2024
6/20/2022,Buds,Grams,14983,1371155.43,0,0,130093.65,1371155.43,130093.65,3/22/2024
6/20/2022,Infused (non-edible),Each,14983,14433.62,359,14433.62,0,0,359,3/22/2024
6/20/2022,Concentrate,Grams,14983,2855.98,0,0,62,2855.98,62,3/22/2024
6/20/2022,Raw Pre-Rolls,Grams,14983,556664.94,0,0,44983.22,556664.94,44983.22,3/22/2024
6/20/2022,Infused Beverage,Each,14983,35596.38,4284,35596.38,0,0,4284,3/22/2024
6/20/2022,Infused (edible),Each,14983,529444.94,24586,529444.94,0,0,24586,3/22/2024
6/20/2022,Kief,Milligrams,14983,30,0,0,1000,30,1000,3/22/2024
6/20/2022,Buds,Ounces,14983,100,0,0,0.24,100,0.24,3/22/2024
6/20/2022,Kief,Grams,14983,4347.18,0,0,152.61,4347.18,152.61,3/22/2024
6/20/2022,Immature Plants,Each,14983,450,17,450,0,0,17,3/22/2024
6/20/2022,Shake/Trim,Ounces,14983,150,0,0,1.22,150,1.22,3/22/2024
6/20/2022,Shake/Trim (by strain),Grams,14983,53494.26,0,0,8813.3,53494.26,8813.3,3/22/2024
6/21/2022,Raw Pre-Rolls,Grams,15002,540479.32,0,0,44566.54,540479.32,44566.54,3/22/2024
6/21/2022,Kief,Grams,15002,3673.47,0,0,131.5,3673.47,131.5,3/22/2024
6/21/2022,Infused Beverage,Each,15002,32061.96,3962,32061.96,0,0,3962,3/22/2024
6/21/2022,Shake/Trim,Grams,15002,6619.35,0,0,1157,6619.35,1157,3/22/2024
6/21/2022,Immature Plants,Each,15002,360,12,360,0,0,12,3/22/2024
6/21/2022,Infused (non-edible),Each,15002,11199.34,309,11199.34,0,0,309,3/22/2024
6/21/2022,Infused (edible),Each,15002,484563.66,22987,484563.66,0,0,22987,3/22/2024
6/21/2022,Vape Product,Each,15002,750454.96,16025,750454.96,0,0,16025,3/22/2024
6/21/2022,Shake/Trim (by strain),Grams,15002,62515.42,0,0,10697.3,62515.42,10697.3,3/22/2024
6/21/2022,Concentrate,Milligrams,15002,186.74,0,0,3500,186.74,3500,3/22/2024
6/21/2022,Concentrate (Each),Each,15002,171371.44,3885,171371.44,0,0,3885,3/22/2024
6/21/2022,Raw Pre-Rolls,Milligrams,15002,320.05,0,0,38000,320.05,38000,3/22/2024
6/21/2022,Buds,Ounces,15002,140,0,0,0.36,140,0.36,3/22/2024
6/21/2022,Buds,Grams,15002,1341631.28,0,0,129734.17,1341631.28,129734.17,3/22/2024
6/21/2022,Infused Pre-Rolls,Grams,15002,34334.12,0,0,1317.34,34334.12,1317.34,3/22/2024
6/21/2022,Concentrate (Bulk),Grams,15002,884.33,0,0,14.79,884.33,14.79,3/22/2024
6/21/2022,Concentrate,Grams,15002,3338.61,0,0,67.5,3338.61,67.5,3/22/2024
6/22/2022,Buds,Ounces,15019,260,0,0,0.74,260,0.74,3/22/2024
6/22/2022,Infused (non-edible),Each,15019,13148.71,318,13148.71,0,0,318,3/22/2024
6/22/2022,Concentrate (Bulk),Grams,15019,1066.12,0,0,18.16,1066.12,18.16,3/22/2024
6/22/2022,Infused Beverage,Each,15019,35298.34,4564,35298.34,0,0,4564,3/22/2024
6/22/2022,Vape Product,Each,15019,833441.59,17779,833441.59,0,0,17779,3/22/2024
6/22/2022,Raw Pre-Rolls,Grams,15019,597120.87,0,0,49411.04,597120.87,49411.04,3/22/2024
6/22/2022,Shake/Trim (by strain),Grams,15019,69376.65,0,0,11903.6,69376.65,11903.6,3/22/2024
6/22/2022,Concentrate (Each),Each,15019,192790.19,4384,192790.19,0,0,4384,3/22/2024
6/22/2022,Concentrate,Milligrams,15019,307.33,0,0,7500,307.33,7500,3/22/2024
6/22/2022,Raw Pre-Rolls,Milligrams,15019,176.21,0,0,21000,176.21,21000,3/22/2024
6/22/2022,Shake/Trim,Grams,15019,8204.66,0,0,1494,8204.66,1494,3/22/2024
6/22/2022,Infused (edible),Each,15019,519358.6,24455,519358.6,0,0,24455,3/22/2024
6/22/2022,Concentrate,Grams,15019,3538.9,0,0,67.01,3538.9,67.01,3/22/2024
6/22/2022,Infused Pre-Rolls,Grams,15019,39567.81,0,0,1620.56,39567.81,1620.56,3/22/2024
6/22/2022,Kief,Grams,15019,4100.36,0,0,158,4100.36,158,3/22/2024
6/22/2022,Shake/Trim,Ounces,15019,30,0,0,0.25,30,0.25,3/22/2024
6/22/2022,Immature Plants,Each,15019,330,11,330,0,0,11,3/22/2024
6/22/2022,Buds,Grams,15019,1461459.71,0,0,140017.98,1461459.71,140017.98,3/22/2024
6/23/2022,Shake/Trim (by strain),Grams,15037,77423.57,0,0,13413.2,77423.57,13413.2,3/22/2024
6/23/2022,Shake/Trim,Grams,15037,9391.93,0,0,1772,9391.93,1772,3/22/2024
6/23/2022,Infused Pre-Rolls,Grams,15037,46349.95,0,0,1806.11,46349.95,1806.11,3/22/2024
6/23/2022,Buds,Grams,15037,1617165.77,0,0,155269.85,1617165.77,155269.85,3/22/2024
6/23/2022,Vape Product,Each,15037,916969.93,19357,916969.93,0,0,19357,3/22/2024
6/23/2022,Concentrate (Bulk),Grams,15037,942,0,0,14.57,942,14.57,3/22/2024
6/23/2022,Concentrate,Milligrams,15037,264.38,0,0,6000,264.38,6000,3/22/2024
6/23/2022,Concentrate,Grams,15037,4193.74,0,0,80.1,4193.74,80.1,3/22/2024
6/23/2022,Kief,Grams,15037,4468.61,0,0,211.26,4468.61,211.26,3/22/2024
6/23/2022,Buds,Ounces,15037,140,0,0,0.36,140,0.36,3/22/2024
6/23/2022,Infused Beverage,Each,15037,43248.73,5327,43248.73,0,0,5327,3/22/2024
6/23/2022,Raw Pre-Rolls,Grams,15037,673916.06,0,0,56513.96,673916.06,56513.96,3/22/2024
6/23/2022,Concentrate (Each),Each,15037,212915.3,4802,212915.3,0,0,4802,3/22/2024
6/23/2022,Infused (edible),Each,15037,591085.7,28300,591085.7,0,0,28300,3/22/2024
6/23/2022,Immature Plants,Each,15037,660,24,660,0,0,24,3/22/2024
6/23/2022,Infused (non-edible),Each,15037,14071.19,392,14071.19,0,0,392,3/22/2024
6/24/2022,Concentrate,Milligrams,15053,597.43,0,0,13000,597.43,13000,3/22/2024
6/24/2022,Infused Pre-Rolls,Grams,15053,58488.94,0,0,2229.59,58488.94,2229.59,3/22/2024
6/24/2022,Concentrate (Each),Each,15053,261776.3,5821,261776.3,0,0,5821,3/22/2024
6/24/2022,Raw Pre-Rolls,Grams,15053,854848.2,0,0,73078.97,854848.2,73078.97,3/22/2024
6/24/2022,Shake/Trim,Grams,15053,14423.47,0,0,2977,14423.47,2977,3/22/2024
6/24/2022,Buds,Ounces,15053,350,0,0,0.97,350,0.97,3/22/2024
6/24/2022,Concentrate,Grams,15053,4287.43,0,0,82.51,4287.43,82.51,3/22/2024
6/24/2022,Infused Beverage,Each,15053,65258.12,7833,65258.12,0,0,7833,3/22/2024
6/24/2022,Vape Product,Each,15053,1113396.65,23833,1113396.65,0,0,23833,3/22/2024
6/24/2022,Buds,Grams,15053,2044953.27,0,0,199636.58,2044953.27,199636.58,3/22/2024
6/24/2022,Kief,Grams,15053,5690.23,0,0,216.6,5690.23,216.6,3/22/2024
6/24/2022,Infused (edible),Each,15053,772302.68,36801,772302.68,0,0,36801,3/22/2024
6/24/2022,Infused (non-edible),Each,15053,14775.23,376,14775.23,0,0,376,3/22/2024
6/24/2022,Immature Plants,Each,15053,840,31,840,0,0,31,3/22/2024
6/24/2022,Concentrate (Bulk),Grams,15053,1294.8,0,0,22.06,1294.8,22.06,3/22/2024
6/24/2022,Shake/Trim (by strain),Grams,15053,80201.31,0,0,13486,80201.31,13486,3/22/2024
6/25/2022,Vape Product,Each,15069,956538.32,20212,956538.32,0,0,20212,3/22/2024
6/25/2022,Shake/Trim (by strain),Grams,15069,62531.5,0,0,10695.9,62531.5,10695.9,3/22/2024
6/25/2022,Infused (edible),Each,15069,713243.06,34015,713243.06,0,0,34015,3/22/2024
6/25/2022,Concentrate (Bulk),Grams,15069,1054.02,0,0,19.4,1054.02,19.4,3/22/2024
6/25/2022,Immature Plants,Each,15069,750,27,750,0,0,27,3/22/2024
6/25/2022,Infused (non-edible),Each,15069,18765.07,447,18765.07,0,0,447,3/22/2024
6/25/2022,Infused Beverage,Each,15069,67297.27,8198,67297.27,0,0,8198,3/22/2024
6/25/2022,Concentrate (Each),Each,15069,240024.31,5128,240024.31,0,0,5139.6,3/22/2024
6/25/2022,Buds,Ounces,15069,100,0,0,0.25,100,0.25,3/22/2024
6/25/2022,Kief,Grams,15069,4348.99,0,0,165.27,4348.99,165.27,3/22/2024
6/25/2022,Raw Pre-Rolls,Grams,15069,741254.88,0,0,62197.59,741254.88,62197.59,3/22/2024
6/25/2022,Concentrate,Milligrams,15069,672.88,0,0,15000,672.88,15000,3/22/2024
6/25/2022,Infused Pre-Rolls,Grams,15069,53286.67,0,0,2116.8,53286.67,2116.8,3/22/2024
6/25/2022,Buds,Grams,15069,1755677.11,0,0,167645.89,1755677.11,167645.89,3/22/2024
6/25/2022,Shake/Trim,Grams,15069,12216.82,0,0,2348,12216.82,2348,3/22/2024
6/25/2022,Concentrate,Grams,15069,3674.01,0,0,74.5,3674.01,74.5,3/22/2024
6/26/2022,Concentrate (Bulk),Grams,15085,839,0,0,12.77,839,12.77,3/22/2024
6/26/2022,Shake/Trim,Grams,15085,10140.65,0,0,2043,10140.65,2043,3/22/2024
6/26/2022,Immature Plants,Each,15085,342,14,342,0,0,14,3/22/2024
6/26/2022,Infused (edible),Each,15085,547068.7,25134,547068.7,0,0,25134,3/22/2024
6/26/2022,Infused Pre-Rolls,Grams,15085,38503.76,0,0,1469.43,38503.76,1469.43,3/22/2024
6/26/2022,Infused (non-edible),Each,15085,14472.52,340,14472.52,0,0,340,3/22/2024
6/26/2022,Vape Product,Each,15085,768010.86,16034,768010.86,0,0,16034,3/22/2024
6/26/2022,Shake/Trim (by strain),Grams,15085,55163.47,0,0,9267.9,55163.47,9267.9,3/22/2024
6/26/2022,Infused Beverage,Each,15085,46207.27,5457,46207.27,0,0,5457,3/22/2024
6/26/2022,Kief,Grams,15085,4374.38,0,0,159.5,4374.38,159.5,3/22/2024
6/26/2022,Raw Pre-Rolls,Grams,15085,561871.9,0,0,45789.33,561871.9,45789.33,3/22/2024
6/26/2022,Concentrate,Milligrams,15085,362.52,0,0,7500,362.52,7500,3/22/2024
6/26/2022,Concentrate,Grams,15085,3913.49,0,0,80,3913.49,80,3/22/2024
6/26/2022,Concentrate (Each),Each,15085,197352.21,4191,197352.21,0,0,4226.35,3/22/2024
6/26/2022,Buds,Grams,15085,1381351.08,0,0,131285.08,1381351.08,131285.08,3/22/2024
6/27/2022,Vape Product,Each,15100,786716.75,16915,786716.75,0,0,16915,3/22/2024
6/27/2022,Kief,Grams,15100,4151.01,0,0,152.7,4151.01,152.7,3/22/2024
6/27/2022,Immature Plants,Each,15100,510,19,510,0,0,19,3/22/2024
6/27/2022,Raw Pre-Rolls,Grams,15100,557765.07,0,0,46289.86,557765.07,46289.86,3/22/2024
6/27/2022,Buds,Ounces,15100,270,0,0,0.72,270,0.72,3/22/2024
6/27/2022,Shake/Trim,Grams,15100,12549.1,0,0,2510,12549.1,2510,3/22/2024
6/27/2022,Concentrate,Milligrams,15100,525.67,0,0,12000,525.67,12000,3/22/2024
6/27/2022,Infused (edible),Each,15100,504150.73,24293,504150.73,0,0,24293,3/22/2024
6/27/2022,Concentrate,Grams,15100,3284.76,0,0,63,3284.76,63,3/22/2024
