RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
18950,5/20/2022,Vape Product,Each,1110096.45,22945,1110096.45,0,0,22945,3/22/2024
18950,5/20/2022,Concentrate (Bulk),Grams,867.77,0,0,14.78,867.77,14.78,3/22/2024
18950,5/20/2022,Raw Pre-Rolls,Grams,799414.12,0,0,65375.75,799414.12,65375.75,3/22/2024
18950,5/20/2022,Concentrate (Each),Each,270486.49,5938,270486.49,0,0,5938,3/22/2024
18950,5/20/2022,Infused Beverage,Each,56678.91,6207,56678.91,0,0,6207,3/22/2024
18950,5/20/2022,Shake/Trim,Grams,3876.5,0,0,667.3,3876.5,667.3,3/22/2024
18950,5/20/2022,Infused Pre-Rolls,Grams,30,0,0,1,30,1,3/22/2024
18950,5/20/2022,Concentrate,Grams,4795.14,0,0,91,4795.14,91,3/22/2024
18950,5/20/2022,Infused (edible),Each,734292.62,34325,734292.62,0,0,34325,3/22/2024
18950,5/20/2022,Infused Pre-Rolls,Grams,60929.86,0,0,2269.62,60929.86,2269.62,3/22/2024
18950,5/20/2022,Infused (non-edible),Each,16889.77,520,16889.77,0,0,520,3/22/2024
18950,5/20/2022,Buds,Pounds,197.02,0,0,0.03,197.02,0.03,3/22/2024
18950,5/20/2022,Buds,Grams,2001264.56,0,0,184280.64,2001264.56,184280.64,3/22/2024
18950,5/20/2022,Raw Pre-Rolls,Grams,1571.91,0,0,105.6,1571.91,105.6,3/22/2024
18950,5/20/2022,Infused (edible),Each,2082.5,95,2082.5,0,0,95,3/22/2024
18950,5/20/2022,Shake/Trim (by strain),Grams,396,0,0,70,396,70,3/22/2024
18950,5/20/2022,Concentrate (Each),Each,110,2,110,0,0,2,3/22/2024
18950,5/20/2022,Infused (edible),Each,617.01,32,617.01,0,0,32,3/22/2024
18950,5/20/2022,Kief,Grams,50,0,0,2,50,2,3/22/2024
18950,5/20/2022,Kief,Grams,5385.24,0,0,200.1,5385.24,200.1,3/22/2024
18950,5/20/2022,Vape Product,Each,1955.5,37,1955.5,0,0,37,3/22/2024
18950,5/20/2022,Shake/Trim (by strain),Grams,70,0,0,1,70,1,3/22/2024
18950,5/20/2022,Buds,Ounces,354,0,0,1.08,354,1.08,3/22/2024
18950,5/20/2022,Infused Pre-Rolls,Milligrams,60,0,0,2000,60,2000,3/22/2024
18950,5/20/2022,Concentrate (Each),Each,686,16,686,0,0,16,3/22/2024
18950,5/20/2022,Buds,Grams,803,0,0,73.3,803,73.3,3/22/2024
18950,5/20/2022,Concentrate,Milligrams,144.48,0,0,3000,144.48,3000,3/22/2024
18950,5/20/2022,Infused Beverage,Each,207,10,207,0,0,10,3/22/2024
18950,5/20/2022,Infused Beverage,Each,67,3,67,0,0,3,3/22/2024
18950,5/20/2022,Vape Product,Each,571,12,571,0,0,12,3/22/2024
18950,5/20/2022,Raw Pre-Rolls,Grams,387.8,0,0,30.75,387.8,30.75,3/22/2024
18950,5/20/2022,Infused Pre-Rolls,Grams,276,0,0,10,276,10,3/22/2024
18984,5/21/2022,Shake/Trim,Ounces,90,0,0,0.74,90,0.74,3/22/2024
18984,5/21/2022,Concentrate (Each),Each,205,4,205,0,0,4,3/22/2024
18984,5/21/2022,Infused Beverage,Each,61156.21,6603,61156.21,0,0,6603,3/22/2024
18984,5/21/2022,Concentrate (Each),Each,237787.01,5107,237787.01,0,0,5107,3/22/2024
18984,5/21/2022,Kief,Grams,30,0,0,1,30,1,3/22/2024
18984,5/21/2022,Buds,Grams,1372.35,0,0,137,1372.35,137,3/22/2024
18984,5/21/2022,Vape Product,Each,2964,59,2964,0,0,59,3/22/2024
18984,5/21/2022,Concentrate (Each),Each,844,14,844,0,0,14,3/22/2024
18984,5/21/2022,Buds,Ounces,90,0,0,0.24,90,0.24,3/22/2024
18984,5/21/2022,Vape Product,Each,465.11,11,465.11,0,0,11,3/22/2024
18984,5/21/2022,Infused Beverage,Each,106,4,106,0,0,4,3/22/2024
18984,5/21/2022,Shake/Trim (by strain),Grams,614,0,0,106,614,106,3/22/2024
18984,5/21/2022,Kief,Grams,3925.5,0,0,155.77,3925.5,155.77,3/22/2024
18984,5/21/2022,Buds,Grams,1731748.84,0,0,154146.45,1731748.84,154146.45,3/22/2024
18984,5/21/2022,Raw Pre-Rolls,Grams,535,0,0,37.75,535,37.75,3/22/2024
18984,5/21/2022,Infused (edible),Each,720633.61,33104,720633.61,0,0,33104,3/22/2024
18984,5/21/2022,Concentrate,Milligrams,352.02,0,0,8000,352.02,8000,3/22/2024
18984,5/21/2022,Concentrate (Bulk),Grams,519.44,0,0,8.16,519.44,8.16,3/22/2024
18984,5/21/2022,Infused Pre-Rolls,Grams,192,0,0,7.5,192,7.5,3/22/2024
18984,5/21/2022,Concentrate,Grams,4650.27,0,0,86.5,4650.27,86.5,3/22/2024
18984,5/21/2022,Buds,Grams,4201.72,0,0,364.7,4201.72,364.7,3/22/2024
18984,5/21/2022,Buds,Pounds,46.74,0,0,0,46.74,0,3/22/2024
18984,5/21/2022,Shake/Trim,Grams,3811,0,0,596.5,3811,596.5,3/22/2024
18984,5/21/2022,Infused Pre-Rolls,Grams,62245.48,0,0,2278.84,62245.48,2278.84,3/22/2024
18984,5/21/2022,Shake/Trim (by strain),Grams,62835.36,0,0,10038.5,62835.36,10038.5,3/22/2024
18984,5/21/2022,Infused Beverage,Each,569,51,569,0,0,51,3/22/2024
18984,5/21/2022,Infused (non-edible),Each,17813.45,444,17813.45,0,0,444,3/22/2024
18984,5/21/2022,Raw Pre-Rolls,Grams,690480.41,0,0,54103.64,690480.41,54103.64,3/22/2024
18984,5/21/2022,Vape Product,Each,945885.06,19420,945885.06,0,0,19420,3/22/2024
18984,5/21/2022,Raw Pre-Rolls,Grams,1311.47,0,0,86.55,1311.47,86.55,3/22/2024
18984,5/21/2022,Infused (edible),Each,1516,64,1516,0,0,64,3/22/2024
18984,5/21/2022,Infused Pre-Rolls,Milligrams,60,0,0,2000,60,2000,3/22/2024
18984,5/21/2022,Infused (edible),Each,575.2,33,575.2,0,0,33,3/22/2024
18984,5/21/2022,Infused Pre-Rolls,Grams,122,0,0,4,122,4,3/22/2024
19018,5/22/2022,Vape Product,Each,739434.05,14776,739434.05,0,0,14826.5,3/22/2024
19018,5/22/2022,Concentrate,Grams,198,0,0,3,198,3,3/22/2024
19018,5/22/2022,Concentrate (Each),Each,316,8,316,0,0,8,3/22/2024
19018,5/22/2022,Raw Pre-Rolls,Grams,534742.58,0,0,40861.09,534742.58,40861.09,3/22/2024
19018,5/22/2022,Raw Pre-Rolls,Grams,896.23,0,0,62.1,896.23,62.1,3/22/2024
19018,5/22/2022,Infused (edible),Each,516660.6,23465,516660.6,0,0,23465,3/22/2024
19018,5/22/2022,Infused Beverage,Each,52,2,52,0,0,2,3/22/2024
19018,5/22/2022,Infused Pre-Rolls,Grams,237,0,0,5.43,237,5.43,3/22/2024
19018,5/22/2022,Concentrate (Each),Each,186570.6,3967,186570.6,0,0,3981.1,3/22/2024
19018,5/22/2022,Concentrate (Each),Each,400,7,400,0,0,7,3/22/2024
19018,5/22/2022,Shake/Trim,Ounces,90,0,0,0.74,90,0.74,3/22/2024
19018,5/22/2022,Concentrate (Bulk),Grams,275,0,0,4.39,275,4.39,3/22/2024
19018,5/22/2022,Buds,Grams,3499.47,0,0,359,3499.47,359,3/22/2024
19018,5/22/2022,Infused Pre-Rolls,Milligrams,360,0,0,12000,360,12000,3/22/2024
19018,5/22/2022,Vape Product,Each,830,15,830,0,0,15,3/22/2024
19018,5/22/2022,Concentrate,Grams,4587.08,0,0,90.5,4587.08,90.5,3/22/2024
19018,5/22/2022,Infused (edible),Each,498,28,498,0,0,28,3/22/2024
19018,5/22/2022,Shake/Trim,Grams,2195.5,0,0,330.3,2195.5,330.3,3/22/2024
19018,5/22/2022,Infused (edible),Each,1545.09,73,1545.09,0,0,73,3/22/2024
19018,5/22/2022,Buds,Grams,958,0,0,67.5,958,67.5,3/22/2024
19018,5/22/2022,Infused Beverage,Each,164,12,164,0,0,12,3/22/2024
19018,5/22/2022,Vape Product,Each,1832.15,38,1832.15,0,0,38,3/22/2024
19018,5/22/2022,Raw Pre-Rolls,Grams,638.5,0,0,44.5,638.5,44.5,3/22/2024
19018,5/22/2022,Buds,Ounces,360,0,0,0.96,360,0.96,3/22/2024
19018,5/22/2022,Shake/Trim (by strain),Grams,288,0,0,56,288,56,3/22/2024
19018,5/22/2022,Infused Pre-Rolls,Grams,40287.6,0,0,1482,40287.6,1482,3/22/2024
19018,5/22/2022,Concentrate,Milligrams,346.12,0,0,8000,346.12,8000,3/22/2024
19018,5/22/2022,Infused (non-edible),Each,25,1,25,0,0,1,3/22/2024
19018,5/22/2022,Kief,Grams,2750.4,0,0,109.67,2750.4,109.67,3/22/2024
19018,5/22/2022,Buds,Grams,1375908.71,0,0,122505.71,1375908.71,122505.71,3/22/2024
19018,5/22/2022,Infused Beverage,Each,42165.88,4651,42165.88,0,0,4651,3/22/2024
19018,5/22/2022,Infused (non-edible),Each,14041.87,323,14041.87,0,0,323,3/22/2024
19018,5/22/2022,Shake/Trim (by strain),Grams,44946.92,0,0,6979.55,44946.92,6979.55,3/22/2024
19051,5/23/2022,Infused Beverage,Each,52,2,52,0,0,2,3/22/2024
19051,5/23/2022,Concentrate,Milligrams,119.22,0,0,3000,119.22,3000,3/22/2024
19051,5/23/2022,Concentrate (Each),Each,600,14,600,0,0,14,3/22/2024
19051,5/23/2022,Buds,Ounces,378,0,0,1.21,378,1.21,3/22/2024
19051,5/23/2022,Buds,Pounds,161.61,0,0,0.02,161.61,0.02,3/22/2024
19051,5/23/2022,Vape Product,Each,826,14,826,0,0,14,3/22/2024
19051,5/23/2022,Buds,Grams,1393,0,0,130.5,1393,130.5,3/22/2024
19051,5/23/2022,Concentrate (Each),Each,177584.94,3847,177584.94,0,0,3847,3/22/2024
19051,5/23/2022,Shake/Trim,Ounces,90,0,0,0.75,90,0.75,3/22/2024
19051,5/23/2022,Raw Pre-Rolls,Grams,1242,0,0,81,1242,81,3/22/2024
19051,5/23/2022,Infused Pre-Rolls,Grams,34007.05,0,0,1245.5,34007.05,1245.5,3/22/2024
19051,5/23/2022,Concentrate (Each),Each,180,3,180,0,0,3,3/22/2024
19051,5/23/2022,Vape Product,Each,1992.99,35,1992.99,0,0,35,3/22/2024
19051,5/23/2022,Shake/Trim,Grams,4094.75,0,0,630.4,4094.75,630.4,3/22/2024
19051,5/23/2022,Raw Pre-Rolls,Grams,515025.7,0,0,39880.19,515025.7,39880.19,3/22/2024
19051,5/23/2022,Infused Pre-Rolls,Grams,65,0,0,2.5,65,2.5,3/22/2024
19051,5/23/2022,Concentrate (Bulk),Grams,309,0,0,4.78,309,4.78,3/22/2024
19051,5/23/2022,Concentrate,Grams,4501.1,0,0,94,4501.1,94,3/22/2024
19051,5/23/2022,Raw Pre-Rolls,Grams,421.6,0,0,29.6,421.6,29.6,3/22/2024
19051,5/23/2022,Infused (non-edible),Each,10154.44,263,10154.44,0,0,263,3/22/2024
19051,5/23/2022,Shake/Trim (by strain),Grams,51576.32,0,0,8113.5,51576.32,8113.5,3/22/2024
19051,5/23/2022,Vape Product,Each,725469.63,14740,725469.63,0,0,14740,3/22/2024
19051,5/23/2022,Infused (edible),Each,1636.5,66,1636.5,0,0,66,3/22/2024
19051,5/23/2022,Shake/Trim (by strain),Grams,218,0,0,42,218,42,3/22/2024
19051,5/23/2022,Infused Beverage,Each,117,7,117,0,0,7,3/22/2024
19051,5/23/2022,Buds,Grams,2240.47,0,0,198.8,2240.47,198.8,3/22/2024
19051,5/23/2022,Infused (non-edible),Each,25,1,25,0,0,1,3/22/2024
19051,5/23/2022,Infused Pre-Rolls,Milligrams,90,0,0,3000,90,3000,3/22/2024
19051,5/23/2022,Infused (edible),Each,538.61,27,538.61,0,0,27,3/22/2024
19051,5/23/2022,Infused Beverage,Each,26399.22,2865,26399.22,0,0,2865,3/22/2024
19051,5/23/2022,Buds,Grams,1325101.3,0,0,119355.74,1325101.3,119355.74,3/22/2024
19051,5/23/2022,Infused (edible),Each,435655.88,20168,435655.88,0,0,20168,3/22/2024
19051,5/23/2022,Immature Plants,Each,480,18,480,0,0,18,3/22/2024
19051,5/23/2022,Kief,Grams,3405.85,0,0,121,3405.85,121,3/22/2024
19085,5/24/2022,Concentrate (Bulk),Grams,76.84,0,0,1.39,76.84,1.39,3/22/2024
19085,5/24/2022,Infused (edible),Each,446616.56,21063,446616.56,0,0,21063,3/22/2024
19085,5/24/2022,Raw Pre-Rolls,Grams,522722.31,0,0,41274.75,522722.31,41274.75,3/22/2024
19085,5/24/2022,Infused Pre-Rolls,Grams,60,0,0,2,60,2,3/22/2024
19085,5/24/2022,Raw Pre-Rolls,Grams,305,0,0,24.25,305,24.25,3/22/2024
19085,5/24/2022,Buds,Grams,4186.67,0,0,372.85,4186.67,372.85,3/22/2024
19085,5/24/2022,Concentrate,Grams,4433.17,0,0,79.5,4433.17,79.5,3/22/2024
19085,5/24/2022,Concentrate (Each),Each,953,16,953,0,0,16,3/22/2024
19085,5/24/2022,Infused Beverage,Each,443.67,22,443.67,0,0,22,3/22/2024
19085,5/24/2022,Infused Pre-Rolls,Grams,117,0,0,2.45,117,2.45,3/22/2024
19085,5/24/2022,Buds,Grams,1345482.44,0,0,123674.4,1345482.44,123674.4,3/22/2024
19085,5/24/2022,Vape Product,Each,735285.24,15635,735285.24,0,0,15635,3/22/2024
19085,5/24/2022,Infused (non-edible),Each,10194.12,255,10194.12,0,0,255,3/22/2024
19085,5/24/2022,Infused Beverage,Each,27708.05,3277,27708.05,0,0,3277,3/22/2024
19085,5/24/2022,Kief,Milligrams,32.09,0,0,1000,32.09,1000,3/22/2024
19085,5/24/2022,Infused (edible),Each,2110,93,2110,0,0,93,3/22/2024
19085,5/24/2022,Shake/Trim (by strain),Grams,296,0,0,56,296,56,3/22/2024
19085,5/24/2022,Shake/Trim (by strain),Grams,61628.62,0,0,10255.65,61628.62,10255.65,3/22/2024
19085,5/24/2022,Vape Product,Each,590,10,590,0,0,10,3/22/2024
19085,5/24/2022,Infused (edible),Each,283,13,283,0,0,13,3/22/2024
19085,5/24/2022,Immature Plants,Each,270,10,270,0,0,10,3/22/2024
19085,5/24/2022,Shake/Trim,Grams,1181.87,0,0,154.5,1181.87,154.5,3/22/2024
19085,5/24/2022,Buds,Ounces,180,0,0,0.48,180,0.48,3/22/2024
19085,5/24/2022,Kief,Grams,2875.94,0,0,105,2875.94,105,3/22/2024
19085,5/24/2022,Shake/Trim,Ounces,30,0,0,0.24,30,0.24,3/22/2024
19085,5/24/2022,Infused Pre-Rolls,Milligrams,30,0,0,1000,30,1000,3/22/2024
19085,5/24/2022,Raw Pre-Rolls,Grams,1177,0,0,75.75,1177,75.75,3/22/2024
19085,5/24/2022,Concentrate (Each),Each,165,3,165,0,0,3,3/22/2024
19085,5/24/2022,Concentrate,Milligrams,386.49,0,0,7000,386.49,7000,3/22/2024
19085,5/24/2022,Vape Product,Each,2383,46,2383,0,0,46,3/22/2024
19085,5/24/2022,Buds,Grams,721,0,0,61.5,721,61.5,3/22/2024
19085,5/24/2022,Buds,Pounds,50,0,0,0.01,50,0.01,3/22/2024
19085,5/24/2022,Concentrate,Grams,66,0,0,1,66,1,3/22/2024
19085,5/24/2022,Infused Pre-Rolls,Grams,36056.21,0,0,1340.17,36056.21,1340.17,3/22/2024
19085,5/24/2022,Concentrate (Each),Each,174039.38,3819,174039.38,0,0,3833.6,3/22/2024
19120,5/25/2022,Infused Pre-Rolls,Grams,39002.38,0,0,1454.62,39002.38,1454.62,3/22/2024
19120,5/25/2022,Concentrate (Each),Each,194711.92,4476,194711.92,0,0,4476,3/22/2024
19120,5/25/2022,Concentrate (Each),Each,520,13,520,0,0,13,3/22/2024
19120,5/25/2022,Infused Beverage,Each,177,7,177,0,0,7,3/22/2024
19120,5/25/2022,Infused Pre-Rolls,Grams,231,0,0,9,231,9,3/22/2024
19120,5/25/2022,Raw Pre-Rolls,Grams,1472.08,0,0,105.2,1472.08,105.2,3/22/2024
19120,5/25/2022,Infused Beverage,Each,315,20,315,0,0,20,3/22/2024
19120,5/25/2022,Concentrate (Bulk),Grams,1569.71,0,0,26.94,1569.71,26.94,3/22/2024
19120,5/25/2022,Shake/Trim,Grams,1886.03,0,0,307,1886.03,307,3/22/2024
19120,5/25/2022,Raw Pre-Rolls,Grams,567997.51,0,0,44294.4,567997.51,44294.4,3/22/2024
19120,5/25/2022,Buds,Grams,3295.22,0,0,273.8,3295.22,273.8,3/22/2024
19120,5/25/2022,Vape Product,Each,791,18,791,0,0,18,3/22/2024
19120,5/25/2022,Buds,Pounds,158.57,0,0,0.03,158.57,0.03,3/22/2024
19120,5/25/2022,Concentrate,Grams,4145.63,0,0,81,4145.63,81,3/22/2024
19120,5/25/2022,Infused (edible),Each,1478.5,65,1478.5,0,0,65,3/22/2024
19120,5/25/2022,Raw Pre-Rolls,Grams,271,0,0,20.25,271,20.25,3/22/2024
19120,5/25/2022,Buds,Grams,787.2,0,0,66.5,787.2,66.5,3/22/2024
19120,5/25/2022,Infused Beverage,Each,33183.66,3684,33183.66,0,0,3684,3/22/2024
19120,5/25/2022,Shake/Trim (by strain),Grams,59530.97,0,0,9370.15,59530.97,9370.15,3/22/2024
19120,5/25/2022,Infused (edible),Each,494287.25,23138,494287.25,0,0,23138,3/22/2024
19120,5/25/2022,Buds,Grams,1429122.7,0,0,130777.1,1429122.7,130777.1,3/22/2024
19120,5/25/2022,Immature Plants,Each,830,31,830,0,0,31,3/22/2024
19120,5/25/2022,Shake/Trim,Ounces,150,0,0,1.23,150,1.23,3/22/2024
19120,5/25/2022,Infused (non-edible),Each,120,2,120,0,0,2,3/22/2024
19120,5/25/2022,Shake/Trim (by strain),Grams,487,0,0,98,487,98,3/22/2024
19120,5/25/2022,Buds,Ounces,170,0,0,0.48,170,0.48,3/22/2024
19120,5/25/2022,Vape Product,Each,2282,41,2282,0,0,41,3/22/2024
19120,5/25/2022,Vape Product,Each,758539.71,15549,758539.71,0,0,15549,3/22/2024
19120,5/25/2022,Infused (edible),Each,210.5,11,210.5,0,0,11,3/22/2024
19120,5/25/2022,Kief,Grams,3196.45,0,0,123.9,3196.45,123.9,3/22/2024
19120,5/25/2022,Infused (non-edible),Each,10518.75,281,10518.75,0,0,281,3/22/2024
19120,5/25/2022,Concentrate,Milligrams,231.97,0,0,5000,231.97,5000,3/22/2024
19152,5/26/2022,Infused Beverage,Each,275.5,20,275.5,0,0,20,3/22/2024
19152,5/26/2022,Raw Pre-Rolls,Grams,1359,0,0,89.8,1359,89.8,3/22/2024
19152,5/26/2022,Vape Product,Each,849,17,849,0,0,17,3/22/2024
19152,5/26/2022,Buds,Grams,1334.78,0,0,124,1334.78,124,3/22/2024
19152,5/26/2022,Infused Beverage,Each,28.08,2,28.08,0,0,2,3/22/2024
19152,5/26/2022,Shake/Trim (by strain),Grams,70,0,0,1,70,1,3/22/2024
19152,5/26/2022,Concentrate,Grams,5549.24,0,0,107.43,5549.24,107.43,3/22/2024
19152,5/26/2022,Kief,Grams,3824.96,0,0,153.92,3824.96,153.92,3/22/2024
19152,5/26/2022,Infused Pre-Rolls,Milligrams,60,0,0,2000,60,2000,3/22/2024
19152,5/26/2022,Infused (non-edible),Each,11047.25,321,11047.25,0,0,321,3/22/2024
19152,5/26/2022,Infused Pre-Rolls,Grams,45166.66,0,0,1699.35,45166.66,1699.35,3/22/2024
19152,5/26/2022,Concentrate (Bulk),Grams,384.01,0,0,6.27,384.01,6.27,3/22/2024
19152,5/26/2022,Vape Product,Each,924962.86,18870,924962.86,0,0,18870,3/22/2024
19152,5/26/2022,Infused Beverage,Each,43945.48,5091,43945.48,0,0,5091,3/22/2024
19152,5/26/2022,Infused (edible),Each,1804,72,1804,0,0,72,3/22/2024
19152,5/26/2022,Infused (edible),Each,507.7,29,507.7,0,0,29,3/22/2024
19152,5/26/2022,Immature Plants,Each,513.5,367,513.5,0,0,367,3/22/2024
19152,5/26/2022,Concentrate (Each),Each,220831.9,4844,220831.9,0,0,4844,3/22/2024
19152,5/26/2022,Raw Pre-Rolls,Grams,753.36,0,0,60.25,753.36,60.25,3/22/2024
19152,5/26/2022,Shake/Trim (by strain),Grams,411,0,0,70,411,70,3/22/2024
19152,5/26/2022,Infused (edible),Each,614583.46,29610,614583.46,0,0,29610,3/22/2024
19152,5/26/2022,Infused (non-edible),Each,75,3,75,0,0,3,3/22/2024
19152,5/26/2022,Raw Pre-Rolls,Grams,664601.6,0,0,53662.7,664601.6,53662.7,3/22/2024
19152,5/26/2022,Shake/Trim (by strain),Grams,67246.31,0,0,10757.3,67246.31,10757.3,3/22/2024
19152,5/26/2022,Concentrate (Each),Each,275,5,275,0,0,5,3/22/2024
19152,5/26/2022,Vape Product,Each,3351.5,65,3351.5,0,0,65,3/22/2024
19152,5/26/2022,Infused Pre-Rolls,Grams,265,0,0,12,265,12,3/22/2024
19152,5/26/2022,Buds,Pounds,51.4,0,0,0.01,51.4,0.01,3/22/2024
19152,5/26/2022,Concentrate (Each),Each,749,17,749,0,0,17,3/22/2024
19152,5/26/2022,Infused Pre-Rolls,Grams,30,0,0,1,30,1,3/22/2024
19152,5/26/2022,Shake/Trim,Ounces,234,0,0,1.96,234,1.96,3/22/2024
19152,5/26/2022,Concentrate,Milligrams,149.46,0,0,4000,149.46,4000,3/22/2024
19152,5/26/2022,Buds,Grams,4009.47,0,0,362.6,4009.47,362.6,3/22/2024
19152,5/26/2022,Buds,Grams,1642337.39,0,0,153643.68,1642337.39,153643.68,3/22/2024
19152,5/26/2022,Buds,Ounces,820,0,0,2.18,820,2.18,3/22/2024
19152,5/26/2022,Shake/Trim,Grams,3122.23,0,0,596.5,3122.23,596.5,3/22/2024
19188,5/27/2022,Raw Pre-Rolls,Grams,410.33,0,0,34.6,410.33,34.6,3/22/2024
19188,5/27/2022,Buds,Grams,4616.45,0,0,399.7,4616.45,399.7,3/22/2024
19188,5/27/2022,Infused Pre-Rolls,Grams,30,0,0,1,30,1,3/22/2024
19188,5/27/2022,Infused (edible),Each,475.44,33,475.44,0,0,33,3/22/2024
19188,5/27/2022,Raw Pre-Rolls,Grams,876426.79,0,0,72645.5,876426.79,72645.5,3/22/2024
19188,5/27/2022,Buds,Grams,1430.75,0,0,149.8,1430.75,149.8,3/22/2024
19188,5/27/2022,Kief,Grams,20,0,0,1,20,1,3/22/2024
19188,5/27/2022,Concentrate (Each),Each,1206,21,1206,0,0,21,3/22/2024
19188,5/27/2022,Shake/Trim,Ounces,30,0,0,0.24,30,0.24,3/22/2024
19188,5/27/2022,Concentrate,Grams,55,0,0,1,55,1,3/22/2024
19188,5/27/2022,Infused Beverage,Each,27.93,2,27.93,0,0,2,3/22/2024
19188,5/27/2022,Vape Product,Each,1194891.39,24731,1194891.39,0,0,24731,3/22/2024
19188,5/27/2022,Infused Beverage,Each,564,56,564,0,0,56,3/22/2024
19188,5/27/2022,Concentrate (Bulk),Grams,447.04,0,0,8.39,447.04,8.39,3/22/2024
19188,5/27/2022,Infused (edible),Each,851772.22,40532,851772.22,0,0,40532,3/22/2024
19188,5/27/2022,Vape Product,Each,2616,51,2616,0,0,51,3/22/2024
19188,5/27/2022,Infused (non-edible),Each,25,1,25,0,0,1,3/22/2024
19188,5/27/2022,Infused (edible),Each,2246.84,97,2246.84,0,0,97,3/22/2024
19188,5/27/2022,Vape Product,Each,541.5,11,541.5,0,0,11,3/22/2024
19188,5/27/2022,Immature Plants,Each,420.01,16,420.01,0,0,16,3/22/2024
19188,5/27/2022,Kief,Grams,5047.62,0,0,203.25,5047.62,203.25,3/22/2024
19188,5/27/2022,Infused (non-edible),Each,180,4,180,0,0,4,3/22/2024
19188,5/27/2022,Buds,Grams,2164347.04,0,0,207431.41,2164347.04,207431.41,3/22/2024
19188,5/27/2022,Infused (non-edible),Each,18644.78,455,18644.78,0,0,455,3/22/2024
19188,5/27/2022,Shake/Trim (by strain),Grams,70,0,0,1,70,1,3/22/2024
19188,5/27/2022,Shake/Trim (by strain),Grams,235,0,0,49,235,49,3/22/2024
19188,5/27/2022,Shake/Trim (by strain),Grams,87522.42,0,0,14530.25,87522.42,14530.25,3/22/2024
19188,5/27/2022,Buds,Ounces,1280,0,0,3.49,1280,3.49,3/22/2024
19188,5/27/2022,Concentrate,Milligrams,439.24,0,0,10500,439.24,10500,3/22/2024
19188,5/27/2022,Concentrate,Grams,7556.09,0,0,143.52,7556.09,143.52,3/22/2024
19188,5/27/2022,Infused Pre-Rolls,Grams,260,0,0,9,260,9,3/22/2024
19188,5/27/2022,Shake/Trim,Grams,3093.61,0,0,567.4,3093.61,567.4,3/22/2024
19188,5/27/2022,Infused Beverage,Each,74211.92,8760,74211.92,0,0,8760,3/22/2024
19188,5/27/2022,Concentrate (Each),Each,278629.23,6170,278629.23,0,0,6182.4,3/22/2024
19188,5/27/2022,Raw Pre-Rolls,Grams,1326.7,0,0,93.35,1326.7,93.35,3/22/2024
19188,5/27/2022,Infused Pre-Rolls,Grams,64878.15,0,0,2442.49,64878.15,2442.49,3/22/2024
19188,5/27/2022,Infused Pre-Rolls,Milligrams,60,0,0,2000,60,2000,3/22/2024
19225,5/28/2022,Infused Beverage,Each,445.5,44,445.5,0,0,44,3/22/2024
19225,5/28/2022,Kief,Milligrams,36,0,0,1000,36,1000,3/22/2024
19225,5/28/2022,Concentrate (Each),Each,760,18,760,0,0,18,3/22/2024
19225,5/28/2022,Infused Beverage,Each,72737.19,8555,72737.19,0,0,8555,3/22/2024
19225,5/28/2022,Kief,Grams,30,0,0,1,30,1,3/22/2024
19225,5/28/2022,Infused (non-edible),Each,20258.43,506,20258.43,0,0,506,3/22/2024
19225,5/28/2022,Shake/Trim,Grams,3409.93,0,0,544.5,3409.93,544.5,3/22/2024
19225,5/28/2022,Concentrate (Bulk),Grams,1091.91,0,0,17.67,1091.91,17.67,3/22/2024
19225,5/28/2022,Raw Pre-Rolls,Grams,1611.97,0,0,118.05,1611.97,118.05,3/22/2024
19225,5/28/2022,Concentrate,Grams,187,0,0,3,187,3,3/22/2024
19225,5/28/2022,Infused (edible),Each,2121.02,101,2121.02,0,0,101,3/22/2024
19225,5/28/2022,Infused (edible),Each,872029.29,41301,872029.29,0,0,41301,3/22/2024
19225,5/28/2022,Infused Beverage,Each,83.5,4,83.5,0,0,4,3/22/2024
19225,5/28/2022,Immature Plants,Each,1120,44,1120,0,0,44,3/22/2024
19225,5/28/2022,Buds,Pounds,15.45,0,0,0,15.45,0,3/22/2024
19225,5/28/2022,Shake/Trim,Ounces,150,0,0,1.22,150,1.22,3/22/2024
19225,5/28/2022,Buds,Grams,1878412.59,0,0,176036.63,1878412.59,176036.63,3/22/2024
19225,5/28/2022,Infused (edible),Each,631.04,36,631.04,0,0,36,3/22/2024
19225,5/28/2022,Concentrate (Each),Each,297.5,6,297.5,0,0,6,3/22/2024
19225,5/28/2022,Raw Pre-Rolls,Grams,806.5,0,0,53.05,806.5,53.05,3/22/2024
19225,5/28/2022,Buds,Ounces,834,0,0,2.41,834,2.41,3/22/2024
19225,5/28/2022,Kief,Grams,4782.95,0,0,192.67,4782.95,192.67,3/22/2024
19225,5/28/2022,Shake/Trim (by strain),Grams,112.5,0,0,8,112.5,8,3/22/2024
19225,5/28/2022,Shake/Trim (by strain),Grams,402,0,0,84,402,84,3/22/2024
19225,5/28/2022,Infused (non-edible),Each,100,2,100,0,0,2,3/22/2024
19225,5/28/2022,Shake/Trim (by strain),Grams,75971.24,0,0,12973.05,75971.24,12973.05,3/22/2024
