id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
6359,C10-0000754-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,9/28/2020 0:00,9/28/2024 0:00,2/2/2021 0:00,"E7 Rio Dell, LLC","E7 RIO DELL, LLC",ROBERT DIVITO,Limited Liability Company,Data Not Available,281 Wildwood Ave,Rio Dell,CA,Humboldt,95562,Robert@e7ca.Com,(424) 285-0088,Data Not Available,40.4945,-124.103163
6360,C10-0000755-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/15/2020 0:00,10/15/2024 0:00,10/16/2023 0:00,Infinity Wellness Tlc Inc,GOLDEN GATE CANNABIS COMPANY,"HAKEEM MASHAL, JUSTIN GRAY",Corporation,Data Not Available,500 Jones St,San Francisco,CA,San Francisco,94102,Mashalh@yahoo.Com,(415) 202-3965,Data Not Available,37.7855567,-122.4141717
6361,C10-0000756-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,10/28/2020 0:00,10/28/2024 0:00,10/28/2020 0:00,"Tht Group, LLC",The Healing Tree,"Darren Hagen, James McMinn, Tina McMinn",Limited Liability Company,Data Not Available,480 3rd St,Lake Elsinore,CA,Riverside,92530,Darren@thehealingtree.Com,(951) 533-7273,Data Not Available,33.683971,-117.339955
6362,C10-0000757-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/2/2020 0:00,11/2/2024 0:00,11/2/2020 0:00,"Mission Organics, A Ca Commercial Cannabis Association",CULTURE CANNABIS CLUB,"CHRISTOPHER HENRY, Julie Le",Corporation,Data Not Available,10810 Limonite Ave,Jurupa Valley,CA,Riverside,91752,Juleslelosa@gmail.Com,(714) 317-9043,Data Not Available,33.975105,-117.521356
6363,C10-0000758-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/4/2020 0:00,11/4/2024 0:00,11/4/2020 0:00,C&C Wellness Center,Calm and Collective,"Saengkha Keopimpha, Samboon Keopimpha, Sandy Keopimpha",Corporation,Data Not Available,2515 Anaheim St E,Long Beach,CA,Los Angeles,90804,Phvesq@gmail.Com,(714) 809-5076,Data Not Available,33.782792,-118.16185
6364,C10-0000759-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/20/2020 0:00,11/20/2024 0:00,11/20/2020 0:00,"Mds Business Services, LLC",The Peoples Remedy,"Mark Ponticelli, Marlowe Mercado",Limited Liability Company,Data Not Available,1119 Lone Palm Ave,Modesto,CA,Stanislaus,95351,Compliance@peoplesremedy.Com,(209) 672-9088,Data Not Available,37.651003,-121.024914
6365,C10-0000760-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/24/2020 0:00,11/24/2024 0:00,11/24/2020 0:00,Blazed Utopia LLC,Blazed Utopia,SHADEE RAHMAN,Limited Liability Company,Data Not Available,620 S State St,San Jacinto,CA,Riverside,92583,Shadee33@hotmail.Com,(760) 497-4340,Data Not Available,33.78251094,-116.9719746
6366,C10-0000761-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/25/2020 0:00,11/25/2024 0:00,11/25/2020 0:00,"Varda, Inc.","Varda, Inc.","Greg Gamet, Judith Schvimmer, Laurie Holcomb, Marshall Minor",Corporation,Data Not Available,3341 Colorado Blvd E,Pasadena,CA,Los Angeles,91107,Tony@magentala.Com,(626) 365-1919,Data Not Available,34.146642,-118.082249
6367,C10-0000762-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,11/30/2020 0:00,11/30/2024 0:00,11/30/2020 0:00,Canntinas Group,Canntinas Cannabis Company,"Bryan Davies, Lanette Davies, Nasser Azimi, Robert Fong",Corporation,Data Not Available,3600 Power Inn Road,Sacramento,CA,Sacramento,95826,Nazimi@teranomic.Com,(916) 757-4892,Data Not Available,38.54172,-121.409646
6368,C10-0000763-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,12/4/2020 0:00,12/4/2024 0:00,12/4/2020 0:00,"7 Stars Holistic Foundation, Inc.",7 Stars Holistic Healing Center,"Jawad (Joe) Dayem, Maria Pinto, Zeaad Handoush",Corporation,Data Not Available,3219 Pierce St,Richmond,CA,Contra Costa,94804,Joe@7starshhc.Com,(510) 527-7827,Data Not Available,37.899703,-122.309513
6369,C10-0000764-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,12/4/2020 0:00,12/4/2024 0:00,12/4/2020 0:00,"Aeon West Hollywood, Inc.",Aeon Botanika,"Mike   Barry, Norman Yousif",Corporation,Data Not Available,8448 Santa Monica Blvd,W Hollywood,CA,Los Angeles,90069,Nicolefoxlicense@gmail.Com,(424) 209-2990,Data Not Available,34.089812,-118.375038
6370,C10-0000765-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/7/2020 0:00,12/7/2024 0:00,12/7/2020 0:00,Higher Point Cannabis,Higher Point Cannabis,Lon Smith,Corporation,Data Not Available,872 Washington St,Perris,CA,Riverside,92571,Lonsm1978@gmail.Com,(951) 850-3384,Data Not Available,33.853967,-117.24553
6371,C10-0000766-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/9/2020 0:00,12/9/2024 0:00,12/9/2020 0:00,"Black Sun Medicinals, Inc.",Culture Cannabis Club,"CHRISTOPHER HENRY, Cuong Trung, DANIEL CHIN, DAVID WHANG, Devon  Julian",Corporation,Data Not Available,1474 Ramsey St W,Banning,CA,Riverside,92220,Michelle@culturecannabisclub.Com,(619) 277-2827,Data Not Available,33.924869,-116.892704
6372,C10-0000767-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,12/18/2020 0:00,12/18/2024 0:00,12/30/2021 0:00,Holland Pharms Inc.,holland pharms,Willie Holland,Corporation,Data Not Available,150 N Palm Canyon Dr,Palm Springs,CA,Riverside,92262,Hollandpharmsinc@gmail.Com,(818) 836-7908,Data Not Available,33.823904,-116.5466
6373,C10-0000768-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/23/2020 0:00,12/23/2024 0:00,12/23/2020 0:00,"Kmbm, Inc.",Authentic 415,"Greg Fink, James  Kim, Karim Mayfield, Susan Hoy, Takayuki Sato",Corporation,Data Not Available,165 Mississippi St,San Francisco,CA,San Francisco,94107,Licensing@shrynegroup.Com,(215) 582-7666,Data Not Available,37.764398,-122.394554
6374,C10-0000769-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/29/2020 0:00,12/29/2024 0:00,12/29/2020 0:00,Riverside County Dispensary And Delivery Inc,The Cake House,"Alvin Barbat, Jay Sobh, Mike Sobh, Saad Pattah",Corporation,Data Not Available,1275 Santa Fe Ave,Vista,CA,San Diego,92083,Geo@cakehousecannabis.Com,(951) 212-2141,Data Not Available,33.1872817,-117.22563
9218,C10-0000770-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,12/30/2020 0:00,12/30/2024 0:00,12/30/2020 0:00,Blackstreet Holdings LLC,Liberty Cannabis,"Adam Verner, David Leider, Jason Goldblatt, John Byrnes, Joshua Genderson, Kirk Posmantur, Michaeleen Crowell, Richard  Genderson, Richard Cohen, Timothy Omi, William  Kornegay, Zeeshan  Hyder",Limited Liability Company,Data Not Available,2222 Bush St,San Francisco,CA,San Francisco,94115,Compliance@holisticindustries.Com,(415) 590-0930,Data Not Available,37.78722,-122.433964
8917,C10-0000771-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,1/4/2021 0:00,1/4/2025 0:00,1/4/2021 0:00,Hillside Holistic,Hillside Holistic,Diana Hurmiz,Corporation,Data Not Available,1017 Sycamore Ave,Vista,CA,San Diego,92081,Diana6143@yahoo.Com,(619) 971-8437,Data Not Available,33.159923,-117.221529
9219,C10-0000772-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,1/4/2021 0:00,1/4/2025 0:00,1/4/2021 0:00,"Green Square, Inc.",Backpack Boyz,Angela Kattoula,Corporation,Data Not Available,8260 Parkway Dr,La Mesa,CA,San Diego,91942,Greensquare2x@gmail.Com,(619) 244-9357,Data Not Available,32.777247,-117.019561
9220,C10-0000773-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,1/7/2021 0:00,1/7/2025 0:00,1/7/2021 0:00,"Royalbis, LLC",Zen Humboldt,"Eric Kinney, Jason Blechmann",Limited Liability Company,Data Not Available,437 F St,Eureka,CA,Humboldt,95501,Royalbis420@gmail.Com,(310) 703-8316,Data Not Available,40.8020667,-124.1656317
9221,C10-0000774-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,1/8/2021 0:00,1/8/2025 0:00,1/8/2021 0:00,Alameda Patients Group LLC,Alameda Patients Group LLC,"Dustin  Moore, John Ngu, Kevin Schmidt, Lauren Carpenter",Limited Liability Company,Data Not Available,1616 Webster St,Alameda,CA,Alameda,94501,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,37.77567,-122.276427
9222,C10-0000775-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,1/11/2021 0:00,1/11/2025 0:00,1/12/2023 0:00,2018fmo LLC,Originals,"Brandon Melendez, Michael Melendez, Patrick Stad",Limited Liability Company,Data Not Available,6220 1/3 Federal Blvd,San Diego,CA,San Diego,92114,2018fmo@gmail.Com,(323) 595-4793,Data Not Available,32.7333773,-117.0572427
9223,C10-0000776-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,1/15/2021 0:00,1/15/2025 0:00,1/15/2021 0:00,Calgen Trading Inc.,Urbn Leaf,"Edward Schmults, John Nichols, Kavi Bhai, Willie Senn",Corporation,Data Not Available,909 Vista Way W,Vista,CA,San Diego,92083,Data Not Available,(619) 431-2852,Data Not Available,33.194772,-117.262458
9224,C10-0000777-LIC,Revoked,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,1/21/2021 0:00,1/21/2024 0:00,10/26/2023 0:00,Calibliss LLC,CannaBliss,"Andrew Mekhail, John Mikhael",Limited Liability Company,Data Not Available,560 S Indian Canyon Dr,Palm Springs,CA,Riverside,92264,Andrew@caliblissLLC.Com,(562) 676-6469,Data Not Available,33.81485083,-116.5453633
9225,C10-0000778-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,1/25/2021 0:00,1/25/2025 0:00,1/25/2021 0:00,"City Heights Greens, Inc.",March and Ash,"Blake Marchand, Breton Peace, Jonathan Saco",Corporation,Data Not Available,2281 Fairmount Ave,San Diego,CA,San Diego,92105,Bret@marchandash.Com,(619) 504-2424,Data Not Available,32.728769,-117.098622
9226,C10-0000779-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,2/2/2021 0:00,2/2/2025 0:00,2/2/2021 0:00,"Harvest Corner, LLC",HARVEST CORNER,"DELWYN PRENDERGAST, Neil Holmes",Limited Liability Company,Data Not Available,1034 Ramsey St W,Banning,CA,Riverside,92220,Delpcorner@gmail.Com,(424) 288-6397,Data Not Available,33.925031,-116.888038
9227,C10-0000780-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,2/2/2021 0:00,2/2/2025 0:00,2/2/2021 0:00,Terp Inc,STIIIZY Vista,"Brian Mitchell, Gregory  Fink, James Kim, Patrick Shannon, Susan Hoy, Tak Sato",Corporation,Data Not Available,415 La Tortuga Dr,Vista,CA,San Diego,92081,Eric.Lightman@shrynegroup.Com,(215) 582-7666,Data Not Available,33.192752,-117.258613
9228,C10-0000781-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,2/5/2021 0:00,2/5/2025 0:00,2/5/2021 0:00,Fifth And Green LLC,5TH and Green,"Eric Guinther, Eric Taylor",Limited Liability Company,Data Not Available,1607 5th St,Crescent City,CA,Del Norte,95531,Fifthandgreen@gmail.Com,(707) 954-5503,Data Not Available,41.756831,-124.1925232
9229,C10-0000782-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,2/8/2021 0:00,2/8/2024 0:00,3/9/2024 0:00,Dro Legacy Inc,Del Rey Farms,"Andrew Wesley, Charles Wesley, Joseph Hall, Martin Wesley",Corporation,Data Not Available,800 Portola Dr,Del Rey Oaks,CA,Monterey,93940,Drolegacyinc@gmail.Com,(408) 225-1167,Data Not Available,36.598778,-121.85028
9230,C10-0000783-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,2/9/2021 0:00,2/9/2025 0:00,2/9/2021 0:00,"J Street Solutions, LLC",HERB'N VIBES,"GABRIEL PEREZ, SASHA DEJESUS",Limited Liability Company,Data Not Available,150 J St N,Tulare,CA,Tulare,93274,Tarawellnesscenter@yahoo.Com,(559) 688-2001,Data Not Available,36.209036,-119.347204
9231,C10-0000784-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,2/12/2021 0:00,2/12/2025 0:00,2/12/2021 0:00,"Safe Accessible Solutions, Inc.",Cookies Sacramento,"Gayk  Serobyan, Gevorg Kadzhikyan, Grach  Serobyan",Corporation,Data Not Available,1716 J St,Sacramento,CA,Sacramento,95811,Paul@3hhg.Com,(916) 730-2264,Data Not Available,38.577251,-121.483295
9232,C10-0000785-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,2/22/2021 0:00,2/22/2025 0:00,2/22/2021 0:00,Sunset Business Solutions Incorporated,The set Northridge,"lavrent  ovsepian, siranush sahakyan, Tigran Khachatryan, tigran mkrtchyan",Corporation,Data Not Available,8503 N Reseda Blvd,Northridge,CA,Los Angeles,91324,Khach0322@gmail.Com,(818) 697-3418,Data Not Available,34.2248057,-118.536511
9233,C10-0000786-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,2/26/2021 0:00,2/26/2025 0:00,2/26/2021 0:00,Embarc Martinez LLC,Embarc Martinez,"George Miller, Kevin Schmidt",Limited Liability Company,Data Not Available,3503 Alhambra Ave,Martinez,CA,Contra Costa,94553,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,37.99952,-122.13171
9234,C10-0000787-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,2/26/2021 0:00,2/26/2025 0:00,2/26/2021 0:00,"Integral Associates Dena, LLC",RISE Pasadena,"Andrew Grossman, Anthony Georgiadis, Benjamin Kovler, Bret  Kravitz, Dawn Barnes, Ethan Nadelmann, Hannah Ross, Jeffrey  Goldman, Matt  Faulkner, Richard Reisin, Wendy Berger",Limited Liability Company,Data Not Available,908 Colorado Blvd E,Pasadena,CA,Los Angeles,91106,IntegralassociatesLLC@gmail.Com,(702) 272-1414,Data Not Available,34.145726,-118.131433
9235,C10-0000788-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,3/2/2021 0:00,3/2/2023 0:00,4/1/2023 0:00,Holistic Supplements,Holistic Supplements,"Bernard Steimann, Tiffany Davis",Corporation,Data Not Available,1149 S Los Angeles St,Los Angeles,CA,Los Angeles,90015,License@peoplescali.Com,(714) 485-7379,Data Not Available,34.037398,-118.258403
9236,C10-0000789-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,3/8/2021 0:00,3/8/2025 0:00,3/8/2021 0:00,East Bay Therapeutics,Ohana Cannabis,"Daryoush  Azimi, Mariam Azimi, Nasser Azimi",Corporation,Data Not Available,5770 Peladeau St,Emeryville,CA,Alameda,94608,Nazimi@eastbaytherapeutics.Com,(916) 757-4892,Data Not Available,37.838716,-122.289618
9237,C10-0000790-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,3/9/2021 0:00,3/9/2025 0:00,3/9/2021 0:00,"Pch Retail Partners Ii, LLC",EMJAY,"Bessma Loussia, Brent Cox, Michael Steinberg, Omar Mangalji, Sarmad Hallak",Limited Liability Company,Data Not Available,7180 University Ave,La Mesa,CA,San Diego,91942,Pch2@heyemjay.Com,(415) 853-6529,Data Not Available,32.755325,-117.043467
9238,C10-0000791-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,3/9/2021 0:00,3/9/2025 0:00,3/9/2021 0:00,"Ge Granada Hills, Inc",Green Earth Collective Granada Hills and Green Earth Co.,"DANIEL REISBORD, Michael Kay",Corporation,Data Not Available,17719 W Chatsworth St,Granada Hills,CA,Los Angeles,91344,Daniel@gecollective.Com,(818) 519-7509,Data Not Available,34.265102,-118.520463
9239,C10-0000792-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,3/11/2021 0:00,3/11/2025 0:00,3/11/2021 0:00,"Cloverdale Wellness, LLC",Cloverdale Wellness,"Daniel Frankston, Robert Elam",Limited Liability Company,Data Not Available,124 S Cloverdale Blvd,Cloverdale,CA,Sonoma,95425,Frankston@earthlink.Net,(415) 202-1880,Data Not Available,38.8047592,-123.0159592
6842,C10-0000793-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,3/17/2021 0:00,3/17/2025 0:00,3/18/2024 0:00,101 M Street Dispensary Inc,101 M STREET DISPENSARY INC,John Dunsing,Corporation,Data Not Available,101 M St,Crescent City,CA,Del Norte,95531,John@scidemolition.Net,(707) 465-3483,Data Not Available,41.7536167,-124.1922138
6869,C10-0000794-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,3/18/2021 0:00,3/18/2025 0:00,3/18/2021 0:00,Cannatrust Group LLC,Cannatrust Group,"KAZEM MOGHIM, Rigoberto Delgadillo",Limited Liability Company,Data Not Available,1932 W Scott Ave,Los Angeles,CA,Los Angeles,90026,Ops@cannatrust.Pro,(818) 849-9717,Data Not Available,34.0813741,-118.2589724
6870,C10-0000795-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,3/23/2021 0:00,3/23/2025 0:00,3/23/2021 0:00,"R&B Dispensary, Inc.",MERCY WELLNESS SANTA ROSA,"Brandon Levine, Ryan O'Kelly",Corporation,Data Not Available,900 Santa Rosa Ave,Santa Rosa,CA,Sonoma,95404,Brandon@mercywellness.Com,(707) 321-1800,Data Not Available,38.430327,-122.710742
6871,C10-0000796-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,3/26/2021 0:00,3/26/2025 0:00,3/26/2021 0:00,Tat Koreatown LLC,The Artist Tree,"Avi Kahan, Mansour  Kalimi, Mitchell Kahan",Limited Liability Company,Data Not Available,520 S Western Ave,Los Angeles,CA,Los Angeles,90020,Avi@theartisttree.Com,(310) 922-3502,Data Not Available,34.0646883,-118.308745
6872,C10-0000797-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,3/31/2021 0:00,3/31/2025 0:00,3/31/2021 0:00,"Nhc-Mb, LLC",NHC MB,"Graham Farrar, Kyle Kazan",Limited Liability Company,Data Not Available,495 Morro Bay Blvd,Morro Bay,CA,San Luis Obispo,93442,Licensing@glasshousegroup.Com,(737) 471-5011,Data Not Available,35.366147,-120.847954
6846,C10-0000798-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/2/2021 0:00,4/2/2025 0:00,4/2/2021 0:00,Parkway Theater Inc.,Ivy Hill,"Alexis Parle, Ana Chretien, Kevin McCarty, Ricardo Munoz, Truc Thomas  Nguyen, William Koziol",Corporation,Data Not Available,1836 Park Blvd,Oakland,CA,Alameda,94606,Data Not Available,(415) 513-3652,Data Not Available,37.79937,-122.250139
6847,C10-0000799-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/2/2021 0:00,4/2/2025 0:00,4/2/2021 0:00,Jva Global Supplies LLC,JVA GLOBAL SUPPLIES LLC,"Andrew  Coggio, Eliot Papas, Gagandeep Gill, Jonathan Skylar, Mandeep Gill, Sandeep  Gill, Victor  Nguyen",Limited Liability Company,Data Not Available,335 Ohair Ct,Santa Rosa,CA,Sonoma,95407,Gagansgrapes@gmail.Com,(916) 769-1611,Data Not Available,38.4042763,-122.7253604
6848,C10-0000800-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/7/2021 0:00,4/7/2024 0:00,4/7/2021 0:00,Hanford Erudite,HerbNJoy,"Arjun Dave, Jeff Linden, Rajan Dave",Corporation,Data Not Available,102 Douty St S,Hanford,CA,Kings,93230,Rdave@herbnjoy.Com,(650) 336-5938,Data Not Available,36.3244313,-119.6454188
6849,C10-0000801-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/7/2021 0:00,4/7/2025 0:00,4/7/2021 0:00,Casey Crow Collective,Catalyst - Pine,Elliot Lewis,Corporation,Data Not Available,433 Pine Ave,Long Beach,CA,Los Angeles,90802,Connectedbelmontshore@gmail.Com,(562) 430-6700,Data Not Available,33.772392,-118.19277
6850,C10-0000802-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,4/12/2021 0:00,4/12/2024 0:00,3/22/2022 0:00,"Jwjc, Inc.",WYLLOW,"Camille Roistacher, Charles Satrustegui, Josh Roistacher",Corporation,Data Not Available,2622 Robertson Blvd S,Los Angeles,CA,Los Angeles,90034,Camille@voyagedistribution.Com,(424) 241-3396,Data Not Available,34.037674,-118.388355
6851,C10-0000803-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/12/2021 0:00,4/12/2023 0:00,5/12/2023 0:00,"Cdxx, LLC",CDXX,"Luke  OBRIEN, Rodney  Hampton Jr.",Limited Liability Company,Data Not Available,4526 3rd St,San Francisco,CA,San Francisco,94124,Hello@highbridgedelivery.Com,(415) 603-0386,Data Not Available,37.736886,-122.390278
6852,C10-0000804-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/14/2021 0:00,4/14/2024 0:00,4/14/2021 0:00,"Cannadel, Inc.",Cannadel,Cede Hunter,Corporation,Data Not Available,4036 Montgomery Dr,Santa Rosa,CA,Sonoma,95405,Cederay@gmail.Com,(707) 494-9485,Data Not Available,38.453402,-122.672806
6853,C10-0000805-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/26/2021 0:00,4/26/2024 0:00,4/26/2021 0:00,East Of Eden Prunedale LLC,White Fire,"Darren Dykstra, Gavin Kogan, Howard Fisher, Kasra Ajir, Mark Collins, Mike Bitar, Omar Bitar, Tiffany Fiege",Limited Liability Company,Data Not Available,2329 San Miguel Canyon Rd,Salinas,CA,Monterey,93907,Licensing@grupoflor.Com,(831) 586-0768,Data Not Available,36.803301,-121.666851
6854,C10-0000806-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,4/27/2021 0:00,4/27/2024 0:00,4/27/2021 0:00,Hierba LLC,Hierba,"GHASSAN GHANEM, MYRA BARRERA",Limited Liability Company,Data Not Available,2625 E Cesar E Chavez Ave,Los Angeles,CA,Los Angeles,90033,Tghanem94@gmail.Com,(323) 770-1660,Data Not Available,34.045423,-118.204232
6855,C10-0000807-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,4/28/2021 0:00,4/28/2024 0:00,4/28/2021 0:00,"Happy Greenz, Inc","HAPPY GREENZ, INC",Arman Arshakyan,Sole Proprietorship,Data Not Available,748 - 750 Vermont Ave S,Los Angeles,CA,Los Angeles,90005,Adavtyan16@yahoo.Com,(424) 333-2211,Data Not Available,34.058447,-118.291372
6856,C10-0000808-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/3/2021 0:00,5/3/2024 0:00,5/5/2022 0:00,North Hills Society LLC,KANNALUV,"Aram Haghverdi, Venus  Beaver",Limited Liability Company,Data Not Available,8660 N Woodley Ave,North Hills,CA,Los Angeles,91343,Aramhaghverdi7@gmail.Com,(818) 371-6889,Data Not Available,34.22798,-118.484726
6857,C10-0000809-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/4/2021 0:00,5/4/2024 0:00,5/4/2021 0:00,Marvins Mary J LLC,Marvins Mary J,"Mortaza  Tamim, Mostafa Tamim, Shoaib Tamim",Limited Liability Company,Data Not Available,2208 Needles Highway,Needles,CA,San Bernardino,92363,Mtamim24@gmail.Com,(702) 553-6240,Data Not Available,34.848663,-114.62098
6858,C10-0000810-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/10/2021 0:00,5/10/2023 0:00,6/9/2023 0:00,Sgi Retail LLC,SGI RETAIL LLC,"James Kim, Jon Avidor, Raquel Origel, Susan Hoy, Takayuki Sato",Limited Liability Company,Data Not Available,"36330 Hidden Springs Rd, #b C",Wildomar,CA,Riverside,92595,Licensing@shrynegroup.Com,(415) 295-4777,Data Not Available,33.593621,-117.244873
6859,C10-0000811-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/11/2021 0:00,5/10/2024 0:00,5/11/2021 0:00,Puff La LLC,Puff LA,"ARACELI HERNANDEZ, TONY GHANEM",Limited Liability Company,Data Not Available,1912 E Cesar E Chavez Ave,Los Angeles,CA,Los Angeles,90033,Tghanem94@gmail.Com,(626) 646-3192,Data Not Available,34.049685,-118.214713
6860,C10-0000812-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/17/2021 0:00,5/17/2024 0:00,5/17/2021 0:00,Treehouse Botanicals Corporation,Treehouse Botanicals Corporation,"Ariel Mehrban, Jillian Goldsmith",Corporation,Data Not Available,11614 W Venice Blvd,Los Angeles,CA,Los Angeles,90066,Hello@treehousetrees.Com,(818) 264-5060,Data Not Available,34.008572,-118.424099
6861,C10-0000813-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/18/2021 0:00,5/18/2024 0:00,5/18/2021 0:00,Three Habitat Consulting Storke LLC,One Plant,"Aaron Serruya, Adam Wilks",Limited Liability Company,Data Not Available,290 Storke Rd,Goleta,CA,Santa Barbara,93117,Licensing@oneplant.Life,(805) 770-3275,Data Not Available,34.428369,-119.869184
6862,C10-0000814-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/24/2021 0:00,5/24/2024 0:00,5/24/2021 0:00,"Rockaway Enterprises, LLC","Rockaway Enterprises, LLC","Juan Garcia Flores, Thomas Rodriguez",Limited Liability Company,Data Not Available,450 Old County Rd,Pacifica,CA,San Mateo,94044,Licensing.Vhhc420@gmail.Com,(415) 272-8970,Data Not Available,37.609351,-122.495486
6863,C10-0000815-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/25/2021 0:00,5/25/2024 0:00,5/25/2021 0:00,"Santa Ana Ventures, Inc.",_,Edvin Mailyan,Corporation,Data Not Available,1821 Newport Cir,Santa Ana,CA,Orange,92705,Edvin818@gmail.Com,(818) 384-9021,Data Not Available,33.719217,-117.842885
6864,C10-0000816-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/26/2021 0:00,5/26/2024 0:00,5/26/2021 0:00,"Marvel S&S, Inc.",Flower & Leaf,"Luis Calderon, Tanner Blackman, Vivian Um",Corporation,Data Not Available,1524 W Florence Ave,Los Angeles,CA,Los Angeles,90047,Marvelsands@gmail.Com,(818) 723-0668,Data Not Available,33.974371,-118.303364
6865,C10-0000817-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/26/2021 0:00,5/26/2024 0:00,5/26/2021 0:00,"Pnplxpress, Inc.",Pineapple Express Hollywood,"Jaime Ortega, Joshua Eisenberg",Corporation,Data Not Available,1704 N Vine St,Los Angeles,CA,Los Angeles,90028,Info@pineappleventuresinc.Com,(866) 591-7820,Data Not Available,34.101912,-118.326491
