,application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION-1,APPLICATION_CLASSIFICATION-2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_zipcode,BUSINESS_EMAIL,BUSINESS_PHONE,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ESTABLISHMENT_ADDRESS_2,establishment_state,latitude,longitude,APPROVED_SE_NUMBER,CCCLastUpdated
235,PENDING,Marijuana Courier,Expedited Review - Two or More,Expedited,Two or More,IN PROCESS,IN PROCESS,,INCOMPLETE,DO100158,"WeeDeliver, LLC",Leicester,1542,mai.martinez924@gmail.com,617-959-7440,"88 Huntoon Highway, Unit A",,Leicester,MA,1542,POINT (-71.840209 42.329642),,430 Truman HWY,,Milton,MA,2186,87-2195863,DOA100158,Thu Feb 29 2024 08:42:07 GMT-0500 (Eastern Standard Time),Tue Jun 14 2022 13:49:49 GMT-0400 (Eastern Daylight Time),,,,SE303936,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Tue Dec 14 2021 11:52:14 GMT-0500 (Eastern Standard Time),Thu Feb 29 2024 13:26:15 GMT-0500 (Eastern Standard Time),,,,,,1542,Rochdale,Worcester,42.329642,-71.840209,,,MA,,,,3/22/24
236,APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281378,"Beacon Compassion, Inc.",Attleboro,2703,rina.cametti@gmail.com,508-735-8682,900 Washington Street,Ste A,Norwood,MA,2062,POINT (-71.102131 41.778329),POINT (-71.319581 41.9199569),900 Washington St,Ste A,Norwood,MA,2062,83-2057586,MCN281378,Wed Nov 28 2018 13:47:54 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 25 2019 10:18:04 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201902,RPA201902,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,Thu May 03 2018 15:03:22 GMT-0400 (Eastern Daylight Time),Mon Dec 10 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Feb 21 2019 16:06:34 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 26 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600,7500,2703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.919957,-71.319582,,3/22/24
237,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,6/1/23,COMPLETE,MR284328,"Silver Therapeutics of Palmer, Inc.",Palmer,1069,josh@agtherapeutics.com,518-570-9067,1235 Thorndike Street,,Palmer,MA,1069,POINT (-72.571312 42.12756),POINT (-72.318765 42.1774429),89 Court Street,,Saratoga,NY,12866,87-1010671,MRN284328,Thu May 12 2022 11:43:19 GMT-0400 (Eastern Daylight Time),Thu Apr 28 2022 13:38:04 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 15:40:10 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 06:59:15 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:58:34 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1069,Palmer,Hampden,42.12756,-72.571312,Western MA,,MA,42.177443,-72.318766,,3/22/24
238,APPROVED,Marijuana Cultivator,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283116,Charlemont FarmWorks LLC,Charlemont,1339,Jonathan@CharlemontFarmWorks.com,617-742-6640,120 Fulton Street,,Boston,MA,2109,POINT (-72.573941 42.587072),POINT (-72.775067 42.6213320),120 Fulton Street,,Boston,MA,2109,85-3297284,MCN283116,Thu Dec 03 2020 17:17:17 GMT-0500 (Eastern Standard Time),Thu Oct 22 2020 11:31:24 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,Thu Oct 15 2020 00:17:35 GMT-0400 (Eastern Daylight Time),Thu Dec 10 2020 09:58:11 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 13:45:54 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 24 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1500,25000,1339,Charlemont,Franklin,42.587072,-72.573941,Western MA,,MA,42.621332,-72.775067,,3/22/24
239,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/7/22,COMPLETE,MC281392,Mass Yield Cultivation LLC,Pittsfield,1201,massyieldcultivation@gmail.com,413-446-5802,8-10 Commercial Street,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.248069 42.4794750),1450 East Street,Suite 1,Pittsfield,MA,1201,82-5343504,MCN281392,Thu Apr 18 2019 14:34:47 GMT-0400 (Eastern Daylight Time),Mon Aug 20 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 22 2019 11:36:38 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 04 2018 11:15:52 GMT-0400 (Eastern Daylight Time),Tue Oct 23 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 18 2019 17:07:21 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),400,2500,1201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,,MA,42.479475,-73.24807,,3/22/24
240,APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,4/29/19,COMPLETE,MC281557,"Good Chemistry of Massachusetts, Inc.",Bellingham,2019,joe.s@goodchem.org,303-810-1554,20 Williams Way,,Bellingham,MA,2019,POINT (-71.15444 42.199156),POINT (-71.494814 42.0846629),50 Congress Street,Suite 420,Boston,MA,2109,46-3379588,MCN281557,Mon Jul 30 2018 14:55:53 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 27 2018 14:08:58 GMT-0500 (Eastern Standard Time),TRUE,,,,,,APPROVED,RP201817,RPA201817,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",Thu Feb 21 2019 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 18 2018 14:37:08 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:51:27 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Nov 30 2024 03:00:00 GMT-0500 (Eastern Standard Time),600,7500,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,,MA,42.084663,-71.494814,,3/22/24
241,APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103047,Sweet Tree’s Pineapple Xpress,,,pineapple.xpresss@outlook.com,770-371-7926,85 Winter Street,,Brockton,MA,2302,,,85 Winter Street,,Brockton,MA,2302,85-1208111,PDOA103047,Wed Jan 26 2022 12:22:59 GMT-0500 (Eastern Standard Time),Mon Dec 13 2021 09:55:15 GMT-0500 (Eastern Standard Time),,,,SE304727,,,,,,,Minority-Owned Business,,,,Thu May 28 2020 22:21:44 GMT-0400 (Eastern Daylight Time),Mon Jan 31 2022 11:30:52 GMT-0500 (Eastern Standard Time),Mon Jan 31 2022 11:31:00 GMT-0500 (Eastern Standard Time),Mon Jan 31 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 31 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,MA,,,SE304727,3/22/24
242,REOPENED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,IN PROCESS,IN PROCESS,,INCOMPLETE,MP282011,Richter Extracts INC,Westfield,1085,msd6924@gmail.com,831-332-2620,69 neck rd,,Westfield,MA,1085,POINT (-72.571312 42.12756),,69 neck rd,,Westfield,MA,1085,01-2705437,MPN282011,Wed Feb 02 2022 23:00:48 GMT-0500 (Eastern Standard Time),Fri Feb 11 2022 10:07:35 GMT-0500 (Eastern Standard Time),,,yes,SE304515,,,,,,,Not a DBE,,,,Sun Jan 10 2021 23:35:24 GMT-0500 (Eastern Standard Time),,,,,,,1085,Westfield,Hampden,42.12756,-72.571312,Western MA,,MA,,,SE304515,3/22/24
243,APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,9/21/20,COMPLETE,MR282062,"Mass Alternative Care, Inc.",Amherst,1002,kmcollins@massaltcare.com,413-377-6240,55 University Drive,,Amherst,MA,1002,POINT (-72.62073 42.322256),POINT (-72.533529 42.3719930),1247 East Main Street,,Chicopee,MA,1020,46-2915012,MRN282062,Thu Sep 19 2019 23:36:03 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 20 2020 08:37:06 GMT-0500 (Eastern Standard Time),TRUE,,,,,,APPROVED,RP201836,RPA201836,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 19 2018 10:52:22 GMT-0500 (Eastern Standard Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:28:34 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),300,10000,1002,Amherst,Hampshire,42.322256,-72.62073,Western MA,,MA,42.371993,-72.533529,,3/22/24
244,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281674,Paper City Industries LLC,Holyoke,1040,contact@papercityindustries.com,877-212-6334,11 Berkshire Street,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.615589 42.1934650),"223 N. Guadalupe, #502",,Santa Fe,NM,87501,83-4719234,MPN281674,Wed Jul 08 2020 12:14:27 GMT-0400 (Eastern Daylight Time),Mon Mar 02 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,,Tue May 21 2019 16:52:49 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 09:11:30 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:26:22 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500,10000,1040,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.193465,-72.61559,,3/22/24
245,PENDING,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,IN PROCESS,IN PROCESS,,INCOMPLETE,PDO103657,Level Up Organics LLC,,,leveluporganics@gmail.com,781-445-7776,29 cedar street,,Boston,MA,2119,,,47 Alabama St,,Boston,MA,2126,85-3199676,PDOA103657,Sat Mar 16 2024 10:58:47 GMT-0400 (Eastern Daylight Time),Mon Feb 05 2024 12:08:36 GMT-0500 (Eastern Standard Time),,,,EE202199,,,,,,,Not a DBE,,,,Mon Jan 29 2024 19:42:31 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,MA,,,,3/22/24
246,REOPENED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,IN PROCESS,IN PROCESS,,INCOMPLETE,MC283808,"Arefa, LLC",Leicester,1611,edward@arefacannabis.com,774-922-7539,424 Main St.,,Leicester,MA,1611,POINT (-71.840209 42.329642),,41 Midgley Ln.,,Worcester,MA,1604,86-2576808,MCN283808,Fri Mar 03 2023 15:32:28 GMT-0500 (Eastern Standard Time),,,,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Thu Nov 03 2022 10:05:43 GMT-0400 (Eastern Daylight Time),,,,,400,,1611,Cherry Valley,Worcester,42.329642,-71.840209,,,MA,,,,3/22/24
247,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,8/29/22,COMPLETE,MR282424,Ironstone Express Inc.,Uxbridge,1569,barrydes@gmail.com,617-877-3833,454 Quaker hwy,,Uxbridge,MA,1569,POINT (-71.840209 42.329642),POINT (-71.620092 42.040799),p.o box 101,574 Blackstone St,UXBRIDGE,MA,1569,83-4174397,MRN282424,Fri Mar 20 2020 13:57:20 GMT-0400 (Eastern Daylight Time),Thu Jan 23 2020 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 10 2020 09:28:22 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Feb 20 2019 17:43:26 GMT-0500 (Eastern Standard Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:26:16 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,1569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,,MA,42.040799,-71.620092,,3/22/24
248,REOPENED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,IN PROCESS,IN PROCESS,,INCOMPLETE,PMD5958,"AJS Enterprises, LLC",,,AjaniShalik@gmail.com,617-899-1478,315 A St,Apt 601,Boston,MA,2210,,,315 A St,Apt 601,Boston,MA,2210,86-1908928,PMDA5958,Tue Nov 23 2021 14:57:07 GMT-0500 (Eastern Standard Time),Tue Nov 30 2021 14:59:18 GMT-0500 (Eastern Standard Time),,,,SE304322,,,,,,,Not a DBE,,,,Sun Nov 14 2021 20:14:10 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,MA,,,SE304322,3/22/24
0,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,12/3/21,COMPLETE,MR282948,Solar Therapeutics Inc.,Seekonk,2771,edward@solarthera.com,508-300-3366,1400 Brayton Point Rd.,,Somerset,MA,2725,POINT (-71.102131 41.778329),POINT (-71.305815 41.7830050),1400 Brayton Point Rd,,Somerset,MA,2725,82-3644660,MRN282948,Mon Feb 24 2020 14:05:00 GMT-0500 (Eastern Standard Time),Tue Feb 11 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Aug 21 2019 15:56:38 GMT-0400 (Eastern Daylight Time),Fri May 22 2020 08:18:44 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:20:55 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,2771,Seekonk,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.783005,-71.305816,,3/22/24
1,REOPENED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,IN PROCESS,IN PROCESS,,INCOMPLETE,PMD5976,Greens On Time LLC,,,pnunes20@gmail.com,857-383-1057,20 SENATOR BOILING CIR,,Boston,MA,2124,,,20 SENATOR BOILING CIR,,Boston,MA,2124,87-3571599,PMDA5976,Tue Jan 25 2022 19:30:00 GMT-0500 (Eastern Standard Time),Tue Feb 08 2022 13:09:29 GMT-0500 (Eastern Standard Time),,,,SE305804,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Sun Dec 12 2021 16:55:41 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,,,MA,,,SE305804,3/22/24
2,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281894,7LEAF GARDENS LLC,Middleborough,2346,johncleary.7leafgardens@gmail.com,774-488-2478,370 Wareham St,,Middleborough,MA,2346,POINT (-70.818958 41.978877),POINT (-70.959608 41.903112),1120 Somerset Avenue        PO BOX 401,,North Dighton,MA,2764,00-1428932,MPN281894,Wed Dec 16 2020 13:20:13 GMT-0500 (Eastern Standard Time),Fri Dec 11 2020 16:22:31 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Thu Jun 04 2020 17:54:19 GMT-0400 (Eastern Daylight Time),Thu Dec 24 2020 09:26:27 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:08:48 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2346,Middleboro,Plymouth,41.978877,-70.818958,,"41.857419,-70.8660704",MA,41.903112,-70.959608,,3/22/24
3,REOPENED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,IN PROCESS,IN PROCESS,,INCOMPLETE,MP281720,The Headyco LLC,Gardner,1440,headyco@yahoo.com,508-740-3006,177 Huntington Ave STE 1703 #23871,,Boston,MA,2115,POINT (-71.840209 42.329642),,7 Primrose Cir,,Saratoga Springs,NY,12866,82-5283355,MPN281720,Tue Nov 05 2019 20:42:07 GMT-0500 (Eastern Standard Time),Wed Jan 22 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Woman-Owned Business,,,,Tue Jul 09 2019 19:46:19 GMT-0400 (Eastern Daylight Time),,,,,300,,1440,Gardner,Worcester,42.329642,-71.840209,Central MA,,MA,,,,3/22/24
4,APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103170,Grassp Ventures LLC,,,masscannabisbusiness@gmail.com,617-852-0397,141 W State St,,Granby,MA,1033,,,141 W State St,,Granby,MA,1033,85-3437870,PDOA103170,Tue Oct 27 2020 21:31:57 GMT-0400 (Eastern Daylight Time),Mon Oct 26 2020 16:22:07 GMT-0400 (Eastern Daylight Time),,,,SE303896,,,,,,,Not a DBE,,,,Fri Jul 17 2020 13:15:14 GMT-0400 (Eastern Daylight Time),Fri Oct 30 2020 10:10:50 GMT-0400 (Eastern Daylight Time),Fri Oct 30 2020 10:10:59 GMT-0400 (Eastern Daylight Time),Fri Oct 30 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 30 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE303896,3/22/24
5,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281274,MJ's Market Inc.,Grafton,1536,hg@maryjmarket.com,603-759-7176,119 Drum Hill Road,STE 225,Chelmsford,MA,1824,POINT (-71.840209 42.329642),POINT (-71.689358 42.2493729),119 Drum Hill Road,STE 225,Chelmsford,MA,1824,82-5246841,MCN281274,Thu Mar 12 2020 15:42:53 GMT-0400 (Eastern Daylight Time),Thu Feb 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 22 2020 11:03:14 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,Thu Apr 19 2018 14:04:37 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:07:12 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 22 2023 03:00:00 GMT-0500 (Eastern Standard Time),200,1250,1536,North Grafton,Worcester,42.329642,-71.840209,,,MA,42.249373,-71.689359,,3/22/24
6,APPROVED,Marijuana Cultivator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283618,"River Grove, LLC",Holyoke,1040,sean@colemanandgomes.com,603-988-5004,475 Canal Street,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.602157 42.1985389),226 South Main Street,,Fall River,MA,2721,87-3943758,MCN283618,Mon Feb 07 2022 13:13:13 GMT-0500 (Eastern Standard Time),Wed Dec 15 2021 13:38:43 GMT-0500 (Eastern Standard Time),,,yes,SE305147,,,,,,,Not a DBE,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,Sun Oct 03 2021 07:38:07 GMT-0400 (Eastern Daylight Time),Mon Jul 18 2022 15:50:59 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:50:18 GMT-0400 (Eastern Daylight Time),,,,,1040,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.198539,-72.602157,,3/22/24
7,APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,2/17/23,COMPLETE,MC282761,Coastal Healing,Westport,2790,acoaxetpolo@verizon.net,401-297-9113,248 State road,,Westport,MA,2970,POINT (-71.102131 41.778329),POINT (-71.103795 41.6731279),1942 crandall road,,tiverton,RI,2878,84-2687547,MCN282761,Wed Dec 01 2021 17:05:46 GMT-0500 (Eastern Standard Time),Tue Nov 23 2021 14:45:08 GMT-0500 (Eastern Standard Time),Wed Mar 23 2022 10:10:01 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 22 2020 11:22:43 GMT-0400 (Eastern Daylight Time),Fri Dec 10 2021 13:10:10 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:55:49 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 23 2025 04:00:00 GMT-0400 (Eastern Daylight Time),600,5000,2790,Westport,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.673128,-71.103795,,3/22/24
8,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/27/23,COMPLETE,MR284580,"Rockland Old Exit 14, Inc.",Rockland,2370,lallyrob@gmail.com,617-699-3719,1015 Hingham St.,,Rockland,MA,2370,POINT (-70.818958 41.978877),POINT (-70.899117 42.1634299),1015 Hingham Street,,Rockland,MA,2370,88-1116678,MRN284580,Thu Apr 28 2022 08:49:42 GMT-0400 (Eastern Daylight Time),Wed Apr 06 2022 14:08:07 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 01 2022 12:03:51 GMT-0500 (Eastern Standard Time),Fri May 27 2022 06:38:38 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:50:49 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2370,Rockland,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.16343,-70.899117,,3/22/24
9,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,1/4/24,COMPLETE,MP281983,Flower Power Growers Inc.,Montague,1376,john@stobierski.com,413-774-2867,180 Industrial Blvd.,,Turner Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.519165 42.6017859),180 Industrial Blvd.,,Turner Falls,MA,1376,85-3419223,MPN281983,Mon Feb 01 2021 11:19:25 GMT-0500 (Eastern Standard Time),Thu Jan 21 2021 09:16:12 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Dec 02 2020 14:44:45 GMT-0500 (Eastern Standard Time),Fri Feb 19 2021 12:37:25 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:53:27 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1376,Turners Falls,Franklin,42.587072,-72.573941,,Town of Turner's Falls (not listed in City drop down menu),MA,42.601786,-72.519166,,3/22/24
10,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283495,"Trava, Inc.",Wareham,2538,viksmokeshop@gmail.com,508-566-6667,3119 Cranberry Highway,,Wareham,MA,2538,POINT (-70.818958 41.978877),POINT (-70.640355 41.7546910),1576 Hancock Street,,Quincy,MA,2169,84-2236743,MCN283495,Tue Aug 24 2021 11:22:57 GMT-0400 (Eastern Daylight Time),Thu Jun 03 2021 12:45:20 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 11:08:10 GMT-0500 (Eastern Standard Time),,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Mon Apr 26 2021 11:36:48 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 10:23:55 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:36:59 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),400,2500,2538,East Wareham,Plymouth,41.978877,-70.818958,,,MA,41.754691,-70.640356,,3/22/24
